2,"SELECT objID, u, g, r, i, z, err_u, err_g, err_r, err_i, err_z into mydb.MyTable from Galaxy WHERE ra between # and # and dec between # and #"
2019-03-18 02:13:00,1
2019-03-18 02:14:00,1
