198,"SELECT objid, petroR5#_g FROM PhotoObj WHERE objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = #"
2019-03-13 17:25:00,7
2019-03-13 17:26:00,66
2019-03-13 17:27:00,60
2019-03-13 17:28:00,25
2019-03-13 17:29:00,3
2019-03-13 17:33:00,19
2019-03-13 17:34:00,18
