24,SELECT * FROM SDSSspecgalsDR1#
2019-01-30 16:05:00,1
2019-02-24 12:55:00,2
2019-06-05 13:47:00,1
2019-06-05 13:53:00,1
2019-06-05 13:55:00,1
2019-06-17 19:14:00,2
2019-07-12 06:53:00,2
2019-07-12 06:54:00,1
2019-07-26 08:08:00,1
2019-07-26 08:16:00,1
2019-07-31 08:05:00,1
2019-08-04 08:30:00,1
2019-08-08 07:28:00,1
2019-08-08 08:01:00,1
2019-08-08 16:13:00,1
2019-08-08 16:33:00,1
2019-08-10 12:45:00,1
2019-08-10 18:32:00,1
2019-08-11 11:10:00,1
2019-08-11 11:56:00,2
