2,"SELECT objId, petroRad_i, petroRadErr_i, petroR5#_i, petroR5#Err_i, petroMag_i, petroMagErr_i, flags FROM PhotoObj where run = # and field = # and camcol = # and i < # and i ! = #"
2019-10-06 11:10:00,1
2019-10-06 11:21:00,1
