22,"SELECT TOP # survey, plate, mjd, fiberid, bestobjid, z FROM specObj WHERE class = # AND zWarning = # AND # < = z AND z < =#"
2019-03-30 15:26:00,1
2019-04-03 16:33:00,1
2019-04-30 17:25:00,1
2019-04-30 17:27:00,1
2019-04-30 17:28:00,2
2019-04-30 17:29:00,3
2019-04-30 17:30:00,7
2019-04-30 17:31:00,5
2019-04-30 17:32:00,1
