9,"select p.objid as name, p.ra, p.dec from star p, dbo.fgetNearByObjEq (#, #, #) n where p.objid = n.objid and (p.r BETWEEN # AND #) and (p.g-p.r BETWEEN # AND #)"
2019-04-18 01:14:00,1
2019-04-18 01:45:00,1
2019-06-25 15:21:00,1
2019-06-25 15:22:00,1
2019-06-25 15:24:00,1
2019-06-25 15:25:00,3
2019-06-25 18:09:00,1
