2,"select one.SDSS_ID, photo.ra, photo.dec from dr1#.photoObj photo, MyDB.GSJ_ParentPop_Stage1 one where photo.objId = one.SDSS_ID into MyDB.GSJ_ParentPop_Stage2"
2019-01-09 11:23:00,1
2019-01-09 11:28:00,1
