9,"select objID, ra, dec, psfmag_r from star where ra between (#) and (#) and dec between (#) and (#) and psfmag_r < #"
2019-11-22 14:08:00,1
2019-11-22 14:25:00,1
2019-11-22 14:31:00,1
2019-11-22 14:33:00,1
2019-11-22 14:35:00,1
2019-11-22 14:37:00,1
2019-11-22 14:38:00,1
2019-11-22 14:40:00,1
2019-11-22 15:55:00,1
