9,"SELECT r, g-r FROM PhotoObj"
2019-06-12 09:54:00,1
2019-06-12 09:55:00,1
2019-06-12 10:14:00,1
2019-06-12 10:18:00,1
2019-06-12 10:19:00,1
2019-06-12 10:20:00,1
2019-06-12 10:21:00,1
2019-06-12 10:23:00,1
2019-06-12 10:24:00,1
