5,"select top # SpecObjID, ra, dec, z, logMass, chi2, ssfr, metallicity from stellarMassFSPSGranEarlyDust where chi2 BETWEEN # and # AND z < # AND ssfr < > # and logMass BETWEEN # and #"
2019-01-08 16:49:00,1
2019-01-08 16:50:00,3
2019-01-08 16:51:00,1
