6,"SELECT TOP # objID , run, field FROM Galaxy WHERE cModelMag_g between # and #"
2019-05-15 20:18:00,1
2019-05-15 20:19:00,1
2019-05-15 20:20:00,2
2019-05-15 20:22:00,1
2019-05-15 20:26:00,1
