6,"SELECT specObjID, bestObjID, z , REPLACE (CONVERT (FLOAT, z) , #, #) FROM SpecObj s WHERE class = # AND zWarning = # AND z BETWEEN # AND # AND (survey = # or survey = #) AND bestObjID < > # and REPLACE (CONVERT (FLOAT, z) , #, #) % # = #"
2019-03-22 12:29:00,1
2019-03-22 12:34:00,3
2019-03-22 12:35:00,2
