6,select top # * from [Dr7RefCat]
2019-06-17 13:57:00,1
2019-06-17 14:16:00,1
2019-06-17 14:19:00,1
2019-06-17 14:33:00,1
2019-06-17 14:34:00,1
2019-06-21 12:35:00,1
