11,select top # * from [PhotoPrimary]
2019-02-11 11:18:00,1
2019-02-18 08:59:00,1
2019-02-18 09:01:00,1
2019-03-20 08:56:00,1
2019-04-18 08:13:00,1
2019-05-02 13:08:00,2
2019-05-09 13:34:00,1
2019-05-12 05:02:00,1
2019-07-23 11:53:00,1
2019-09-29 12:33:00,1
