15,"select ra, dec, g0, gmr0, sna, teffa, feha, logga, sptypea from sppParams where (plate = # or plate = #) and teffa> # and sna > #"
2019-01-15 21:42:00,1
2019-01-15 22:07:00,1
2019-01-15 22:08:00,1
2019-01-15 22:27:00,1
2019-02-05 02:48:00,1
2019-02-08 01:38:00,1
2019-02-08 16:08:00,1
2019-02-11 06:35:00,3
2019-02-11 16:28:00,1
2019-02-11 23:26:00,1
2019-02-14 03:45:00,1
2019-02-17 06:34:00,1
2019-02-18 04:15:00,1
