7,"SELECT r.objid, r.ra, r.dec, r.PGC from RC3 r where r.PGC = PGC #"
2019-12-27 05:45:00,1
2019-12-27 05:46:00,4
2019-12-27 05:47:00,1
2019-12-27 05:48:00,1
