7,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class, p.uErr_u FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID JOIN dbo.fGetNearbySpecObjEq (#, #, #) AS b ON b.SpecobjID = S.SpecobjID WHERE s.zWarning = # AND (p.type = # OR p.type = #)"
2019-03-07 02:40:00,1
2019-03-07 02:41:00,2
2019-03-07 02:42:00,2
2019-03-07 02:43:00,1
2019-03-07 02:46:00,1
