7,"SELECT top # class, z, modelmag_g FROM SpecPhoto WHERE z> #"
2019-09-04 11:13:00,1
2019-09-04 11:14:00,2
2019-09-04 11:15:00,1
2019-09-04 11:19:00,1
2019-09-04 11:22:00,1
2019-09-04 15:03:00,1
