5,"select p.objid, p.u, p.g, p.r, p.i, p.z, s.z as redshift from photoobj p, specobj s, dbo.fgetNearByObjEq (#, #, #) n where p.objid = s.bestobjid and p.objid = n.objid and s.bestobjid = n.objid and s.z BETWEEN # AND # and s.plate = #"
2019-06-13 16:48:00,1
2019-06-13 20:01:00,1
2019-06-13 20:02:00,1
2019-06-13 20:17:00,1
2019-06-14 14:33:00,1
