2,"SELECT TOP # objID, ra, dec, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i into mydb.m1# from Star WHERE ra BETWEEN # AND # AND dec BETWEEN # AND # AND psfMagErr_g < #"
2019-01-10 13:13:00,1
2019-01-10 13:23:00,1
