12,select top # * from [Match]
2019-03-28 02:23:00,1
2019-05-22 14:00:00,1
2019-05-28 13:45:00,2
2019-05-28 13:47:00,1
2019-06-20 05:17:00,1
2019-06-20 06:13:00,1
2019-06-25 04:44:00,1
2019-06-25 04:45:00,1
2019-06-30 01:40:00,1
2019-10-28 18:02:00,1
2019-10-30 11:07:00,1
