18,select top # * from [galSpecInfo]
2019-02-23 04:52:00,1
2019-02-23 04:57:00,1
2019-02-23 06:13:00,1
2019-02-23 07:03:00,1
2019-02-23 11:23:00,2
2019-02-28 05:24:00,2
2019-02-28 11:21:00,1
2019-02-28 12:26:00,1
2019-02-28 12:40:00,1
2019-03-01 12:23:00,1
2019-04-05 17:16:00,1
2019-07-10 05:03:00,1
2019-07-10 05:33:00,1
2019-07-22 04:43:00,1
2019-07-22 04:44:00,1
2019-08-07 16:21:00,1
