38,select count (*) as total
2019-08-09 14:12:00,2
2019-08-09 15:07:00,2
2019-08-09 15:10:00,2
2019-08-26 11:12:00,1
2019-08-26 12:03:00,1
2019-08-26 12:04:00,1
2019-08-26 12:05:00,2
2019-08-26 12:06:00,1
2019-08-26 12:49:00,4
2019-08-26 12:50:00,2
2019-08-26 12:51:00,4
2019-08-26 12:52:00,1
2019-08-26 12:53:00,2
2019-08-26 12:54:00,5
2019-08-26 12:55:00,5
2019-08-26 12:56:00,1
2019-08-26 12:57:00,2
