9,select top # * from [z1#]
2019-12-24 03:22:00,1
2019-12-24 07:01:00,1
2019-12-24 07:03:00,1
2019-12-24 07:16:00,1
2019-12-24 07:19:00,1
2019-12-24 07:20:00,1
2019-12-24 07:26:00,1
2019-12-25 01:30:00,2
