3,"SELECT p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field, s.specobjid, s.class, s.z as redshift, s.plate, s.mjd, s.fiberid, s.survey FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE s.zWarning = # AND s.class = # AND s.survey = # AND p.petroMag_r < # AND s.ra > # AND s.ra < # AND s.dec > # AND s.dec < #"
2019-11-17 09:46:00,1
2019-11-17 10:12:00,1
2019-11-17 16:37:00,1
