1317,"SELECT TOP # objID, ra, dec, sqrt (power (rowv, #) + power (colv, #) ) as velocity FROM PhotoObj WHERE (power (rowv, #) + power (colv, #) ) > # AND rowv ! = # and colv ! = #"
2019-09-26 18:49:00,1
2019-09-27 14:21:00,1
2019-09-29 02:18:00,1
2019-09-29 18:58:00,1
2019-09-29 22:27:00,1
2019-09-29 23:27:00,1
2019-09-29 23:29:00,1
2019-09-29 23:32:00,1
2019-09-29 23:37:00,1
2019-09-30 07:32:00,1
2019-09-30 10:28:00,1
2019-10-01 15:43:00,1
2019-10-02 07:00:00,1
2019-10-02 07:02:00,1
2019-10-02 07:10:00,1
2019-10-02 09:39:00,1
2019-10-02 09:41:00,1
2019-10-02 09:44:00,1
2019-10-02 09:49:00,1
2019-10-03 00:16:00,1
2019-10-03 13:00:00,1
2019-10-03 15:16:00,1
2019-10-03 15:18:00,1
2019-10-03 15:21:00,1
2019-10-03 20:09:00,1
2019-10-03 21:34:00,1
2019-10-03 21:36:00,1
2019-10-04 12:15:00,1
2019-10-04 12:17:00,1
2019-10-04 12:20:00,1
2019-10-04 16:33:00,1
2019-10-07 07:12:00,1
2019-10-07 07:15:00,1
2019-10-08 01:30:00,1
2019-10-08 03:36:00,1
2019-10-08 19:48:00,1
2019-10-09 11:37:00,1
2019-10-09 11:39:00,1
2019-10-09 11:42:00,1
2019-10-09 11:47:00,1
2019-10-09 16:20:00,1
2019-10-09 17:10:00,1
2019-10-09 17:12:00,1
2019-10-09 17:15:00,1
2019-10-09 17:20:00,1
2019-10-10 05:48:00,1
2019-10-10 05:50:00,1
2019-10-10 05:53:00,1
2019-10-10 08:45:00,1
2019-10-11 02:54:00,1
2019-10-11 02:56:00,1
2019-10-11 02:59:00,1
2019-10-11 03:04:00,1
2019-10-11 16:30:00,1
2019-10-12 19:51:00,1
2019-10-13 01:59:00,1
2019-10-13 12:51:00,1
2019-10-13 12:53:00,1
2019-10-13 12:56:00,1
2019-10-13 16:30:00,1
2019-10-14 01:11:00,1
2019-10-14 01:13:00,1
2019-10-14 01:16:00,1
2019-10-14 03:32:00,1
2019-10-14 03:34:00,1
2019-10-14 03:37:00,1
2019-10-14 03:42:00,1
2019-10-16 15:11:00,1
2019-10-16 23:14:00,1
2019-10-17 12:51:00,1
2019-10-17 12:53:00,1
2019-10-17 12:56:00,1
2019-10-17 17:47:00,1
2019-10-17 17:49:00,1
2019-10-17 17:52:00,1
2019-10-17 17:57:00,1
2019-10-20 05:24:00,1
2019-10-21 01:09:00,1
2019-10-21 02:35:00,1
2019-10-21 07:48:00,1
2019-10-21 08:08:00,1
2019-10-21 10:20:00,1
2019-10-21 10:23:00,1
2019-10-21 10:28:00,1
2019-10-21 10:37:00,1
2019-10-21 10:54:00,1
2019-10-21 13:06:00,1
2019-10-22 05:40:00,1
2019-10-22 05:42:00,1
2019-10-22 05:45:00,1
2019-10-22 05:50:00,1
2019-10-22 19:53:00,1
2019-10-22 19:55:00,1
2019-10-22 19:58:00,1
2019-10-22 23:59:00,1
2019-10-23 00:11:00,1
2019-10-23 20:46:00,1
2019-10-24 11:27:00,1
2019-10-24 13:37:00,1
2019-10-24 13:40:00,1
2019-10-24 13:43:00,1
2019-10-24 13:48:00,1
2019-10-24 15:16:00,1
2019-10-24 21:28:00,1
2019-10-26 05:15:00,1
2019-10-26 05:17:00,1
2019-10-26 05:20:00,1
2019-10-26 05:25:00,1
2019-10-26 05:34:00,1
2019-10-26 05:51:00,1
2019-10-26 20:02:00,1
2019-10-29 16:35:00,1
2019-10-29 17:18:00,1
2019-10-29 17:57:00,1
2019-10-30 10:00:00,1
2019-10-31 13:23:00,1
2019-11-01 00:00:00,1
2019-11-01 07:50:00,1
2019-11-01 07:52:00,1
2019-11-01 07:55:00,1
2019-11-02 00:08:00,1
2019-11-02 00:11:00,1
2019-11-02 04:53:00,1
2019-11-02 04:55:00,1
2019-11-02 04:58:00,1
2019-11-02 05:03:00,1
2019-11-02 08:39:00,1
2019-11-02 08:41:00,1
2019-11-02 08:44:00,1
2019-11-02 21:37:00,1
2019-11-02 22:22:00,1
2019-11-02 23:02:00,1
2019-11-03 00:28:00,1
2019-11-03 07:08:00,1
2019-11-04 13:41:00,1
2019-11-04 13:43:00,1
2019-11-04 13:46:00,1
2019-11-04 13:51:00,1
2019-11-04 16:33:00,1
2019-11-05 04:21:00,1
2019-11-05 04:23:00,1
2019-11-05 04:26:00,1
2019-11-05 05:26:00,1
2019-11-06 23:41:00,1
2019-11-07 06:18:00,1
2019-11-08 17:51:00,1
2019-11-08 17:53:00,1
2019-11-08 17:56:00,1
2019-11-08 20:51:00,1
2019-11-08 20:53:00,1
2019-11-08 20:56:00,1
2019-11-08 21:01:00,1
2019-11-08 21:10:00,1
2019-11-09 08:19:00,1
2019-11-09 16:31:00,1
2019-11-09 16:33:00,1
2019-11-09 16:37:00,1
2019-11-10 11:24:00,1
2019-11-10 13:35:00,1
2019-11-13 05:26:00,1
2019-11-13 05:28:00,1
2019-11-13 05:31:00,1
2019-11-13 19:12:00,1
2019-11-13 19:14:00,1
2019-11-13 23:23:00,1
2019-11-14 08:10:00,1
2019-11-14 18:39:00,1
2019-11-14 19:31:00,1
2019-11-14 19:32:00,1
2019-11-15 02:24:00,1
2019-11-15 02:26:00,1
2019-11-15 02:30:00,1
2019-11-15 02:35:00,1
2019-11-15 02:42:00,1
2019-11-15 02:44:00,1
2019-11-15 02:47:00,1
2019-11-15 10:52:00,1
2019-11-15 12:20:00,1
2019-11-16 04:47:00,1
2019-11-16 04:49:00,1
2019-11-16 04:52:00,1
2019-11-16 04:58:00,1
2019-11-16 05:19:00,1
2019-11-16 12:52:00,1
2019-11-16 12:55:00,1
2019-11-17 07:21:00,1
2019-11-18 21:35:00,1
2019-11-18 21:37:00,1
2019-11-18 21:40:00,1
2019-11-18 23:17:00,1
2019-11-19 17:53:00,1
2019-11-19 17:55:00,1
2019-11-19 17:58:00,1
2019-11-19 18:03:00,1
2019-11-19 18:12:00,1
2019-11-19 19:19:00,1
2019-11-19 20:55:00,1
2019-11-22 08:42:00,1
2019-11-22 08:44:00,1
2019-11-22 08:47:00,1
2019-11-22 13:58:00,1
2019-11-22 14:00:00,1
2019-11-22 14:04:00,1
2019-11-23 05:44:00,1
2019-11-23 06:28:00,1
2019-11-23 15:21:00,1
2019-11-23 15:23:00,1
2019-11-23 15:26:00,1
2019-11-23 15:31:00,1
2019-11-24 15:26:00,1
2019-11-24 15:28:00,1
2019-11-24 15:31:00,1
2019-11-27 06:07:00,1
2019-11-27 06:09:00,1
2019-11-27 06:12:00,1
2019-11-27 12:32:00,1
2019-11-27 12:35:00,1
2019-11-27 12:38:00,1
2019-11-27 12:43:00,1
2019-11-27 18:05:00,1
2019-11-27 18:07:00,1
2019-11-28 13:50:00,1
2019-11-29 01:01:00,1
2019-11-29 01:03:00,1
2019-11-29 01:06:00,1
2019-11-30 01:15:00,1
2019-11-30 01:17:00,1
2019-11-30 01:20:00,1
2019-12-01 00:21:00,1
2019-12-01 00:23:00,1
2019-12-01 06:26:00,1
2019-12-01 06:28:00,1
2019-12-01 06:31:00,1
2019-12-01 06:36:00,1
2019-12-01 06:45:00,1
2019-12-01 13:53:00,1
2019-12-01 18:49:00,1
2019-12-01 18:51:00,1
2019-12-01 18:54:00,1
2019-12-01 18:59:00,1
2019-12-04 07:49:00,1
2019-12-04 09:17:00,1
2019-12-04 09:19:00,1
2019-12-04 10:58:00,1
2019-12-04 11:50:00,1
2019-12-04 23:19:00,1
2019-12-05 00:07:00,1
2019-12-05 00:52:00,1
2019-12-05 01:10:00,1
2019-12-05 01:12:00,1
2019-12-05 01:15:00,1
2019-12-05 01:20:00,1
2019-12-05 01:29:00,1
2019-12-05 01:46:00,1
2019-12-05 01:57:00,1
2019-12-05 01:59:00,1
2019-12-05 02:55:00,1
2019-12-05 05:02:00,1
2019-12-05 05:07:00,1
2019-12-05 09:52:00,1
2019-12-05 09:53:00,1
2019-12-05 09:54:00,1
2019-12-05 10:52:00,1
2019-12-05 10:55:00,1
2019-12-05 11:03:00,1
2019-12-05 13:58:00,2
2019-12-05 13:59:00,1
2019-12-05 19:01:00,1
2019-12-05 20:32:00,1
2019-12-05 20:34:00,1
2019-12-05 20:36:00,1
2019-12-06 09:14:00,1
2019-12-06 13:15:00,1
2019-12-06 19:44:00,1
2019-12-06 22:38:00,1
2019-12-07 00:49:00,1
2019-12-07 14:23:00,1
2019-12-07 21:20:00,2
2019-12-07 22:52:00,1
2019-12-08 08:07:00,1
2019-12-08 10:19:00,1
2019-12-08 16:57:00,1
2019-12-09 06:40:00,1
2019-12-09 06:41:00,1
2019-12-09 06:43:00,1
2019-12-09 07:48:00,1
2019-12-09 20:09:00,1
2019-12-09 20:10:00,1
2019-12-09 20:12:00,1
2019-12-09 20:15:00,1
2019-12-11 10:55:00,1
2019-12-12 00:29:00,1
2019-12-12 00:31:00,1
2019-12-12 00:35:00,1
2019-12-12 00:40:00,1
2019-12-12 01:10:00,1
2019-12-12 06:04:00,1
2019-12-12 06:06:00,1
2019-12-12 06:09:00,1
2019-12-12 06:14:00,1
2019-12-12 06:23:00,1
2019-12-12 06:40:00,1
2019-12-12 13:46:00,1
2019-12-13 10:16:00,1
2019-12-13 10:18:00,1
2019-12-13 10:21:00,1
2019-12-13 11:09:00,1
2019-12-13 12:21:00,1
2019-12-13 12:22:00,2
2019-12-13 13:37:00,1
2019-12-13 13:39:00,1
2019-12-13 13:42:00,1
2019-12-14 13:42:00,1
2019-12-14 23:16:00,1
2019-12-15 00:06:00,1
2019-12-16 22:39:00,1
2019-12-18 09:18:00,1
2019-12-18 10:51:00,1
2019-12-18 13:43:00,1
2019-12-18 13:45:00,1
2019-12-18 13:48:00,1
2019-12-19 20:01:00,1
2019-12-19 20:03:00,1
2019-12-20 09:04:00,1
2019-12-20 17:22:00,1
2019-12-21 04:57:00,1
2019-12-22 05:11:00,2
2019-12-22 05:12:00,3
2019-12-22 05:13:00,2
2019-12-22 05:14:00,2
2019-12-22 05:15:00,1
2019-12-22 05:17:00,1
2019-12-22 05:18:00,2
2019-12-22 05:19:00,2
2019-12-22 05:20:00,3
2019-12-22 05:49:00,1
2019-12-22 05:51:00,1
2019-12-22 05:55:00,2
2019-12-22 05:59:00,1
2019-12-22 10:53:00,1
2019-12-22 15:07:00,1
2019-12-23 08:48:00,1
2019-12-25 01:53:00,1
2019-12-25 01:55:00,1
2019-12-25 01:58:00,1
2019-12-25 02:03:00,1
2019-12-25 02:12:00,1
2019-12-25 03:10:00,1
2019-12-25 05:00:00,1
2019-12-25 05:02:00,1
2019-12-26 03:12:00,1
2019-12-26 15:21:00,1
2019-12-26 16:26:00,1
2019-12-27 12:34:00,1
2019-12-27 12:36:00,1
2019-12-27 12:39:00,1
2019-12-27 12:44:00,1
2019-12-27 12:53:00,1
2019-12-27 13:10:00,1
2019-12-27 17:30:00,1
2019-12-28 23:40:00,1
2019-12-30 05:24:00,1
2019-12-30 06:56:00,1
2019-12-30 18:43:00,1
2019-12-31 09:46:00,1
