4,"select p.objid, p.ra, p.dec, p.r, s.z as redshift from galaxy p, specobj s where p.objid = s.bestobjid and (p.r BETWEEN # AND #)"
2019-06-10 20:26:00,1
2019-06-10 21:15:00,1
2019-06-10 21:40:00,1
2019-06-10 21:46:00,1
