5,"SELECT spec.bestobjid, spec.ra, spec.dec, spec.z, spec.zWarning, spec.sourceType, spec.survey INTO MyDB.DR1#_Stephane FROM SpecObj as spec WHERE (spec.sourceType = # OR spec.sourceType = # OR spec.sourceType = #) AND (spec.zWarning = # OR spec.zWarning = #) AND spec.ra BETWEEN # and # AND spec.dec BETWEEN # and # OR spec.ra BETWEEN # and # AND spec.dec BETWEEN # and #"
2019-02-01 14:21:00,2
2019-02-01 14:24:00,1
2019-02-01 14:25:00,1
2019-02-11 14:35:00,1
