5,"SELECT TOP # z, bestObjID FROM SpecObj WHERE zWarning = # AND z< # AND z> # AND class = #"
2019-03-09 11:27:00,2
2019-03-09 11:31:00,1
2019-03-09 11:53:00,1
2019-03-09 11:54:00,1
