298,"SELECT star.apstar_id, star.apogee_id, star.ra, star.dec, star.glon, star.glat, star.apogee_target1, star.apogee_target2, aspcap.teff, aspcap.logg, aspcap.metals FROM apogeeStar star JOIN dbo.fGetNearbyApogeeStarEq (#, #, #) near on star.apstar_id = near.apstar_id JOIN aspcapStar aspcap on aspcap.apstar_id = star.apstar_id"
2019-01-01 10:10:00,1
2019-01-02 02:00:00,1
2019-01-02 12:17:00,1
2019-01-05 09:38:00,1
2019-01-05 12:30:00,1
2019-01-07 23:35:00,1
2019-01-08 03:33:00,1
2019-01-08 06:57:00,1
2019-01-10 22:48:00,1
2019-01-12 09:25:00,1
2019-01-17 16:11:00,1
2019-01-24 13:52:00,1
2019-01-25 17:59:00,1
2019-01-27 22:52:00,1
2019-01-28 16:19:00,1
2019-01-29 03:52:00,1
2019-02-02 15:52:00,1
2019-02-05 11:24:00,1
2019-02-05 21:26:00,2
2019-02-07 08:32:00,1
2019-02-08 01:34:00,1
2019-02-08 05:24:00,1
2019-02-08 06:06:00,1
2019-02-09 17:38:00,1
2019-02-10 00:51:00,1
2019-02-10 18:02:00,1
2019-02-11 04:49:00,1
2019-02-11 22:23:00,1
2019-02-12 19:55:00,1
2019-02-12 20:00:00,1
2019-02-14 06:42:00,1
2019-02-18 17:20:00,1
2019-02-19 00:16:00,1
2019-02-19 09:42:00,1
2019-02-22 14:18:00,1
2019-02-23 11:52:00,1
2019-02-24 14:06:00,1
2019-02-26 03:01:00,1
2019-02-27 10:31:00,1
2019-02-27 18:13:00,1
2019-02-28 09:01:00,1
2019-03-01 22:10:00,1
2019-03-02 22:44:00,1
2019-03-04 01:19:00,1
2019-03-04 19:01:00,1
2019-03-06 04:36:00,1
2019-03-06 08:54:00,1
2019-03-06 14:17:00,1
2019-03-07 14:13:00,1
2019-03-08 22:08:00,1
2019-03-09 12:24:00,1
2019-03-11 11:21:00,1
2019-03-11 13:25:00,1
2019-03-12 16:37:00,1
2019-03-15 19:50:00,1
2019-03-16 13:27:00,1
2019-03-17 13:37:00,1
2019-03-19 03:46:00,1
2019-03-22 15:21:00,1
2019-03-25 02:29:00,1
2019-03-25 10:26:00,1
2019-03-25 19:14:00,1
2019-03-26 11:19:00,1
2019-03-28 18:46:00,1
2019-03-30 10:04:00,1
2019-03-30 14:42:00,1
2019-04-01 06:26:00,1
2019-04-01 08:57:00,1
2019-04-01 20:17:00,1
2019-04-04 13:46:00,1
2019-04-04 23:16:00,1
2019-04-07 19:15:00,1
2019-04-07 19:21:00,1
2019-04-09 12:31:00,1
2019-04-11 01:49:00,1
2019-04-11 07:40:00,1
2019-04-12 10:23:00,1
2019-04-12 12:51:00,1
2019-04-14 13:12:00,1
2019-04-16 00:25:00,1
2019-04-18 05:57:00,1
2019-04-18 10:15:00,2
2019-04-19 10:05:00,1
2019-04-21 12:23:00,1
2019-04-22 10:39:00,1
2019-04-22 20:02:00,1
2019-04-22 23:43:00,1
2019-04-23 15:57:00,1
2019-04-27 20:09:00,1
2019-04-28 03:55:00,1
2019-04-29 00:23:00,1
2019-04-29 04:42:00,1
2019-04-30 11:52:00,1
2019-05-03 04:45:00,1
2019-05-06 08:54:00,1
2019-05-11 07:47:00,1
2019-05-13 00:38:00,1
2019-05-14 04:49:00,1
2019-05-14 08:33:00,1
2019-05-15 23:18:00,1
2019-05-17 05:06:00,1
2019-05-17 05:12:00,1
2019-05-20 19:40:00,1
2019-05-21 06:59:00,1
2019-05-22 12:25:00,1
2019-05-24 02:18:00,1
2019-05-24 20:10:00,1
2019-05-25 07:39:00,1
2019-05-28 10:36:00,1
2019-05-29 04:50:00,1
2019-05-30 04:20:00,1
2019-05-31 18:01:00,1
2019-06-02 01:07:00,1
2019-06-02 09:36:00,1
2019-06-05 02:38:00,1
2019-06-05 18:45:00,1
2019-06-08 22:41:00,1
2019-06-11 02:00:00,1
2019-06-16 18:01:00,1
2019-06-17 09:56:00,1
2019-06-17 22:31:00,1
2019-06-18 17:28:00,1
2019-06-18 20:13:00,1
2019-06-19 14:24:00,1
2019-06-21 00:55:00,1
2019-06-22 07:47:00,1
2019-06-23 18:05:00,1
2019-06-23 23:35:00,1
2019-06-24 12:41:00,1
2019-06-26 16:02:00,1
2019-06-27 03:12:00,1
2019-06-27 19:59:00,1
2019-06-29 05:37:00,1
2019-06-30 18:46:00,1
2019-07-02 19:06:00,1
2019-07-03 10:20:00,1
2019-07-03 14:26:00,1
2019-07-03 21:16:00,1
2019-07-05 12:30:00,1
2019-07-08 05:59:00,1
2019-07-09 10:42:00,1
2019-07-12 03:36:00,1
2019-07-12 13:39:00,1
2019-07-12 23:51:00,1
2019-07-13 05:06:00,1
2019-07-14 02:28:00,1
2019-07-14 08:19:00,1
2019-07-20 05:24:00,1
2019-07-21 06:57:00,1
2019-07-25 05:16:00,1
2019-07-28 00:35:00,1
2019-07-28 08:50:00,1
2019-07-29 23:41:00,1
2019-07-30 03:39:00,1
2019-07-31 15:22:00,1
2019-07-31 23:34:00,1
2019-08-02 01:40:00,1
2019-08-03 11:58:00,1
2019-08-04 20:11:00,1
2019-08-04 21:50:00,1
2019-08-05 16:59:00,1
2019-08-05 18:29:00,1
2019-08-06 02:24:00,1
2019-08-06 04:27:00,1
2019-08-06 12:00:00,1
2019-08-07 20:05:00,1
2019-08-09 07:01:00,1
2019-08-09 15:00:00,1
2019-08-10 08:47:00,1
2019-08-10 15:18:00,1
2019-08-11 01:18:00,1
2019-08-11 11:19:00,1
2019-08-12 01:28:00,1
2019-08-12 17:12:00,1
2019-08-13 10:25:00,1
2019-08-14 14:42:00,1
2019-08-14 19:20:00,1
2019-08-15 04:43:00,1
2019-08-16 03:53:00,1
2019-08-16 07:10:00,1
2019-08-17 13:27:00,1
2019-08-18 13:26:00,1
2019-08-22 07:23:00,1
2019-08-22 07:43:00,1
2019-08-22 12:31:00,1
2019-08-25 04:41:00,1
2019-08-27 15:25:00,1
2019-08-27 23:06:00,1
2019-08-28 00:28:00,1
2019-08-29 10:43:00,1
2019-08-31 08:43:00,1
2019-09-01 08:45:00,1
2019-09-01 11:26:00,1
2019-09-02 18:26:00,1
2019-09-05 10:25:00,1
2019-09-05 10:53:00,1
2019-09-05 22:39:00,1
2019-09-07 17:44:00,1
2019-09-08 16:21:00,1
2019-09-10 08:32:00,1
2019-09-11 21:14:00,2
2019-09-12 04:56:00,1
2019-09-12 09:16:00,1
2019-09-17 19:20:00,1
2019-09-18 14:22:00,1
2019-09-18 18:02:00,1
2019-09-18 19:29:00,1
2019-09-20 00:00:00,1
2019-09-20 00:59:00,1
2019-09-20 09:51:00,1
2019-09-20 18:41:00,1
2019-09-21 03:27:00,1
2019-09-21 12:56:00,1
2019-09-21 13:25:00,1
2019-09-21 22:09:00,1
2019-09-22 07:09:00,1
2019-09-22 16:22:00,1
2019-09-23 01:23:00,1
2019-09-23 06:04:00,1
2019-09-26 05:12:00,1
2019-09-26 10:36:00,1
2019-09-27 21:38:00,1
2019-09-29 22:34:00,1
2019-10-02 07:24:00,1
2019-10-03 20:23:00,1
2019-10-05 01:43:00,1
2019-10-08 03:49:00,1
2019-10-09 17:27:00,1
2019-10-16 19:06:00,1
2019-10-17 08:15:00,1
2019-10-17 13:13:00,1
2019-10-21 00:27:00,1
2019-10-21 11:07:00,1
2019-10-21 15:01:00,1
2019-10-22 03:01:00,1
2019-10-22 05:40:00,1
2019-10-22 10:48:00,1
2019-10-22 21:03:00,1
2019-10-23 00:06:00,1
2019-10-23 14:58:00,1
2019-10-24 15:23:00,1
2019-10-24 21:30:00,1
2019-10-25 00:14:00,1
2019-10-26 05:58:00,1
2019-10-30 01:36:00,1
2019-10-30 20:55:00,1
2019-11-01 05:33:00,1
2019-11-02 00:23:00,1
2019-11-04 14:06:00,1
2019-11-08 11:35:00,1
2019-11-08 15:00:00,1
2019-11-08 21:18:00,1
2019-11-09 16:45:00,1
2019-11-13 19:20:00,1
2019-11-14 04:26:00,1
2019-11-15 02:58:00,1
2019-11-15 16:40:00,1
2019-11-15 19:35:00,1
2019-11-16 05:13:00,1
2019-11-16 13:13:00,1
2019-11-17 07:10:00,1
2019-11-19 19:25:00,1
2019-11-20 08:10:00,1
2019-11-21 20:14:00,1
2019-11-22 09:01:00,1
2019-11-27 12:57:00,1
2019-12-01 00:34:00,1
2019-12-01 17:01:00,1
2019-12-04 11:20:00,1
2019-12-05 00:17:00,1
2019-12-05 01:08:00,1
2019-12-05 01:10:00,1
2019-12-05 03:03:00,1
2019-12-05 11:04:00,1
2019-12-05 11:06:00,1
2019-12-06 11:15:00,1
2019-12-06 21:47:00,1
2019-12-10 12:27:00,1
2019-12-12 00:53:00,1
2019-12-12 10:55:00,1
2019-12-12 15:02:00,1
2019-12-13 10:34:00,1
2019-12-13 13:54:00,1
2019-12-18 01:33:00,1
2019-12-18 10:58:00,2
2019-12-18 11:22:00,1
2019-12-22 14:10:00,1
2019-12-23 08:58:00,1
2019-12-25 05:12:00,1
2019-12-27 13:20:00,1
2019-12-27 22:12:00,1
2019-12-28 08:04:00,1
2019-12-30 07:02:00,1
2019-12-30 10:45:00,1
