5,"SELECT top # ra, dec, z, specObjID, lambdaEff FROM SpecObj WHERE z> # ORDER BY z DESC"
2019-11-14 11:34:00,1
2019-11-14 11:35:00,1
2019-11-14 11:37:00,1
2019-11-14 11:45:00,2
