14,select top # * from [mangafirst]
2019-10-30 14:18:00,1
2019-10-30 14:21:00,1
2019-10-30 14:22:00,1
2019-10-30 14:31:00,1
2019-10-30 14:34:00,1
2019-10-30 14:39:00,1
2019-10-30 14:46:00,1
2019-10-30 14:47:00,1
2019-10-30 14:48:00,1
2019-10-30 15:13:00,1
2019-10-30 15:15:00,1
2019-11-01 12:06:00,1
2019-11-04 11:22:00,2
