2,"SELECT objID, run, camcol, field, colc_i, rowc_i, ra%# C dec, petroMag_i, petroMagErr_i, petroR5#_i, petroR5#Err_i, petroRad_i, petroRadErr_i, type, flags, mode, modelMag_i, modelMagErr_i, fracDeV_i FROM PhotoObj WHERE run = # and field = # and camcol = # and type = # and i < # and i ! = #"
2019-10-06 09:59:00,1
2019-10-06 10:00:00,1
