7,"SELECT u, g, r, i, z FROM Galaxy WHERE r< # and r> #"
2019-02-14 10:32:00,1
2019-04-03 08:49:00,1
2019-05-16 02:04:00,1
2019-05-16 21:51:00,1
2019-10-30 14:36:00,1
2019-10-30 14:37:00,1
2019-10-30 14:51:00,1
