10,"SELECT u.up_name as name, s.specobjid, s.ra, s.dec, s.plate, s.mjd, s.fiberid, p.objID, p.run, p.rerun, p.camcol, p.field FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN SpecObjAll s ON s.specObjID = x.specObjID JOIN PhotoTag p ON p.objID = s.bestObjID ##', @log = #, @filter = #"
2019-01-04 03:39:00,1
2019-01-04 03:40:00,1
2019-03-05 17:33:00,4
2019-04-22 12:21:00,1
2019-10-05 12:13:00,1
2019-10-09 20:36:00,1
2019-10-09 20:40:00,1
