223,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, #) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, #) IS NOT # EXEC spExecuteSQL #'< a target = INFO href = http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx? id = # + cast (x.objId as varchar (#) ) + #> #+ cast (x.objId as varchar (#) ) + #< /a> # as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #x x, #upload u, PhotoTag p WHERE u.up_id = x.up_id and x.objID = p.objID ORDER BY x.up_id ##', @log = #, @filter = #"
2019-01-01 10:54:00,1
2019-01-01 11:46:00,1
2019-01-02 02:37:00,1
2019-01-04 21:39:00,1
2019-01-08 05:03:00,1
2019-01-08 07:27:00,1
2019-01-10 03:06:00,1
2019-01-13 10:41:00,1
2019-01-17 06:48:00,1
2019-01-23 20:43:00,1
2019-01-24 14:32:00,1
2019-01-27 23:43:00,1
2019-01-28 16:58:00,1
2019-01-29 08:34:00,1
2019-01-31 04:24:00,1
2019-02-05 01:24:00,1
2019-02-08 02:43:00,1
2019-02-08 16:45:00,1
2019-02-08 17:38:00,1
2019-02-12 20:25:00,1
2019-02-12 22:41:00,1
2019-02-13 23:49:00,1
2019-02-14 11:54:00,1
2019-02-17 22:19:00,1
2019-02-21 01:10:00,3
2019-02-25 06:51:00,1
2019-02-26 03:41:00,1
2019-02-28 09:26:00,1
2019-02-28 18:47:00,1
2019-02-28 19:34:00,1
2019-03-01 19:56:00,1
2019-03-01 22:29:00,1
2019-03-02 17:53:00,1
2019-03-03 04:07:00,1
2019-03-05 09:31:00,1
2019-03-05 14:24:00,1
2019-03-05 15:32:00,1
2019-03-07 14:53:00,1
2019-03-08 23:05:00,1
2019-03-09 02:05:00,1
2019-03-09 13:01:00,1
2019-03-09 23:38:00,1
2019-03-10 04:30:00,1
2019-03-11 17:39:00,1
2019-03-12 00:39:00,1
2019-03-15 01:55:00,1
2019-03-17 02:02:00,1
2019-03-18 07:38:00,1
2019-03-21 07:27:00,1
2019-03-25 03:08:00,1
2019-03-26 11:59:00,1
2019-03-29 04:07:00,1
2019-03-29 19:48:00,1
2019-04-04 01:42:00,1
2019-04-04 05:24:00,1
2019-04-05 09:03:00,1
2019-04-07 20:03:00,1
2019-04-08 02:56:00,1
2019-04-09 09:26:00,1
2019-04-13 01:44:00,1
2019-04-14 13:59:00,1
2019-04-15 02:21:00,1
2019-04-17 14:24:00,1
2019-04-18 10:52:00,1
2019-04-18 11:15:00,1
2019-04-20 20:09:00,1
2019-04-22 13:35:00,1
2019-04-22 20:32:00,1
2019-04-23 00:21:00,1
2019-04-23 00:46:00,1
2019-04-24 08:52:00,1
2019-04-27 09:36:00,1
2019-04-27 19:33:00,1
2019-04-28 02:35:00,1
2019-04-28 04:21:00,1
2019-04-30 12:21:00,1
2019-05-03 00:01:00,1
2019-05-09 20:34:00,1
2019-05-13 09:39:00,1
2019-05-13 12:23:00,1
2019-05-17 05:39:00,1
2019-05-17 05:41:00,1
2019-05-17 08:58:00,1
2019-05-21 07:37:00,1
2019-05-21 20:24:00,1
2019-05-23 04:31:00,1
2019-05-24 01:06:00,1
2019-05-25 00:17:00,1
2019-05-25 00:51:00,1
2019-05-25 08:10:00,1
2019-05-29 17:00:00,1
2019-05-30 05:00:00,1
2019-05-30 08:32:00,1
2019-06-02 22:24:00,1
2019-06-05 21:56:00,1
2019-06-08 23:06:00,1
2019-06-15 00:57:00,1
2019-06-19 12:56:00,1
2019-06-22 15:32:00,1
2019-06-23 07:31:00,1
2019-06-24 15:57:00,1
2019-06-25 03:07:00,1
2019-06-27 03:52:00,1
2019-06-27 17:08:00,1
2019-06-28 18:33:00,1
2019-07-02 19:42:00,1
2019-07-02 23:54:00,1
2019-07-03 10:49:00,1
2019-07-04 13:54:00,1
2019-07-07 03:13:00,1
2019-07-12 02:27:00,1
2019-07-14 02:49:00,1
2019-07-18 03:51:00,1
2019-07-20 02:29:00,1
2019-07-20 05:47:00,1
2019-07-20 19:02:00,1
2019-07-23 16:20:00,1
2019-07-24 09:07:00,1
2019-07-27 21:07:00,1
2019-07-28 05:38:00,1
2019-08-05 13:56:00,1
2019-08-11 01:37:00,1
