223,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, #) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, #) IS NOT # EXEC spExecuteSQL #'< a target = INFO href = http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx? id = # + cast (x.objId as varchar (#) ) + #> #+ cast (x.objId as varchar (#) ) + #< /a> # as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #x x, #upload u, PhotoTag p WHERE u.up_id = x.up_id and x.objID = p.objID ORDER BY x.up_id ##', @log = #, @filter = #"
2019-08-12 04:12:00,1
2019-08-12 09:38:00,1
2019-08-12 19:35:00,1
2019-08-13 00:26:00,1
2019-08-16 22:27:00,1
2019-08-22 19:09:00,1
2019-08-22 19:20:00,1
2019-08-22 19:23:00,1
2019-08-23 15:09:00,1
2019-08-25 05:14:00,1
2019-08-27 06:08:00,1
2019-08-28 01:01:00,1
2019-09-01 00:08:00,1
2019-09-01 00:51:00,1
2019-09-01 09:21:00,1
2019-09-01 10:44:00,1
2019-09-05 21:19:00,1
2019-09-08 16:35:00,1
2019-09-10 09:06:00,1
2019-09-13 20:43:00,1
2019-09-17 21:50:00,1
2019-09-19 19:12:00,1
2019-09-20 01:30:00,1
2019-09-20 12:00:00,1
2019-09-21 03:23:00,1
2019-09-21 13:50:00,1
2019-09-21 18:10:00,1
2019-09-22 20:08:00,1
2019-09-23 15:37:00,1
2019-09-24 05:04:00,1
2019-09-24 07:21:00,1
2019-09-25 05:20:00,1
2019-09-25 19:22:00,1
2019-09-27 00:18:00,1
2019-09-27 02:49:00,1
2019-09-29 00:04:00,1
2019-09-29 19:59:00,1
2019-09-30 18:12:00,1
2019-10-02 07:54:00,1
2019-10-02 11:59:00,1
2019-10-04 08:54:00,1
2019-10-10 02:49:00,1
2019-10-11 15:58:00,1
2019-10-11 18:22:00,1
2019-10-13 17:12:00,1
2019-10-14 08:14:00,1
2019-10-16 06:55:00,1
2019-10-17 13:47:00,1
2019-10-19 08:28:00,1
2019-10-20 09:46:00,1
2019-10-21 01:31:00,1
2019-10-21 02:59:00,1
2019-11-02 00:53:00,1
2019-11-04 04:15:00,1
2019-11-04 12:30:00,1
2019-11-04 14:42:00,1
2019-11-05 02:41:00,1
2019-11-06 18:20:00,1
2019-11-08 14:38:00,1
2019-11-08 21:35:00,1
2019-11-09 13:25:00,1
2019-11-09 17:13:00,1
2019-11-14 04:33:00,1
2019-11-15 00:52:00,1
2019-11-15 03:29:00,1
2019-11-16 14:08:00,1
2019-11-21 20:12:00,1
2019-11-22 09:24:00,1
2019-11-23 23:15:00,1
2019-11-24 11:13:00,1
2019-11-27 13:41:00,1
2019-11-28 11:49:00,1
2019-12-01 01:01:00,1
2019-12-01 13:42:00,1
2019-12-04 06:44:00,1
2019-12-05 10:08:00,1
2019-12-05 11:36:00,1
2019-12-06 21:28:00,1
2019-12-07 13:55:00,1
2019-12-07 20:37:00,1
2019-12-09 16:23:00,1
2019-12-10 01:41:00,1
2019-12-11 20:19:00,1
2019-12-12 11:23:00,1
2019-12-13 00:04:00,1
2019-12-13 17:58:00,1
2019-12-13 18:48:00,1
2019-12-14 07:06:00,1
2019-12-18 03:24:00,1
2019-12-18 09:07:00,1
2019-12-20 09:18:00,1
2019-12-22 16:03:00,1
2019-12-25 05:34:00,1
2019-12-25 16:55:00,1
2019-12-26 03:33:00,1
2019-12-27 00:41:00,1
2019-12-27 13:48:00,1
2019-12-27 16:59:00,1
2019-12-30 11:34:00,1
