2,"SELECT s.bestObjID, s.plate, s.fiberid, s.mjd, s.ra, s.dec, s.z, gs.D4#_N_SUB, gs.D4#_N_SUB_ERR, gs.LICK_HD_A_SUB, gs.LICK_HD_A_SUB_ERR, gs.LICK_HB_SUB, gs.LICK_HB_SUB_ERR, gs.LICK_MGB_SUB, gs.LICK_MGB_SUB_ERR, gs.LICK_FE5#_SUB, gs.LICK_FE5#_SUB_ERR, gs.LICK_FE5#, gs.LICK_FE5#, gl.H_ALPHA_FLUX, gl.H_ALPHA_FLUX_ERR, gl.H_BETA_FLUX, gl.H_BETA_FLUX_ERR, gl.OIII_#_FLUX, gl.OIII_#_FLUX_ERR, gl.NII_#_FLUX, gl.OI_#_FLUX, gl.OI_#_FLUX_ERR, gl.NII_#_FLUX_ERR, ge.lgm_tot_p5#, ge.sfr_tot_p5#, ge.lgm_fib_p5#, ge.sfr_fib_p5#, gi.sn_median, gl.sigma_balmer, gl.sigma_balmer_err, gl.H_ALPHA_EQW, gl.H_ALPHA_EQW_ERR, gl.OII_#_FLUX, gl.OII_#_FLUX_ERR, gl.OII_#_FLUX, gl.OII_#_FLUX_ERR, gl.SII_#_FLUX, gl.SII_#_FLUX_ERR, gl.SII_#_FLUX, gl.SII_#_FLUX_ERR, gi.v_disp, gi.v_disp_err, ge.bptclass, ph.deVAB_r, ph.expAB_r, ph.petroR5#_r, ph.petroR9#_r, ph.petroR5#_i, ph.petroR9#_i, ph.petroR5#_z, ph.petroR9#_z, ph.modelMag_u, ph.modelMag_g, ph.modelMag_z, ph.modelMagErr_u, ph.modelMagErr_g, ph.modelMagErr_z, ph.extinction_u, ph.extinction_g, ph.extinction_z, gl.sigma_forbidden, gl.sigma_forbidden_err, ph.fiber2Mag_u, ph.fiber2Mag_g, ph.fiber2Mag_z, ph.fiber2MagErr_u, ph.fiber2MagErr_g, ph.fiber2MagErr_z from SpecObj as s into mydb.sdss_dr1#_jhu_z0#_sample JOIN photoobjall as ph on s.bestObjID = ph.objID JOIN galSpecIndx as gs on s.specObjID = gs.specObjID JOIN galSpecInfo as gi on s.specObjID = gi.specObjID JOIN galSpecLine as gl on s.specObjID = gl.specObjID JOIN galSpecExtra as ge on s.specObjID = ge.specObjID WHERE s.z BETWEEN # AND #"
2019-12-02 11:49:00,1
2019-12-02 11:50:00,1
