6,select top # * from [Yang_dr7todr8]
2019-11-15 10:12:00,1
2019-11-18 06:42:00,1
2019-11-18 06:46:00,1
2019-11-22 05:33:00,1
2019-11-22 05:35:00,1
2019-11-22 05:36:00,1
