12,SELECT * FROM dr1#_apr1#_#_#_#
2019-04-21 13:55:00,2
2019-04-21 13:56:00,2
2019-04-21 13:57:00,3
2019-04-21 13:58:00,3
2019-04-21 13:59:00,2
