2,"select Z.z, Z.zErr, O.objID, O.ra, O.dec, O.cModelMag_r, Z.z-Z.zErr, Z.z+Z.zErr into mydb.DR8_United from PhotoObjAll as O, Photoz as Z where Z.objID = O.objID AND O.ra BETWEEN # AND # AND O.dec BETWEEN # AND # OR O.ra BETWEEN # AND # AND O.dec BETWEEN # AND # OR O.ra BETWEEN # AND # AND O.dec BETWEEN # AND # AND O.type = # AND Z.z > # AND O.insideMask = #"
2019-02-10 15:36:00,1
2019-02-10 15:37:00,1
