3,"SELECT dbo.fIAUFromEq (s.ra, s.[dec]) as SDSSname, s.ra, s.dec, s.petroMag_u, s.petroMagErr_u, s.petroMag_g, s.petroMagErr_g, s.petroMag_r, s.petroMagErr_r, s.petroMag_i, s.petroMagErr_i, s.petroMag_z, s.petroMagErr_z, s.extinction_g, s.specobjid, s.class, s.subclass, s.z, s.zwarning, g.sigmaStars, g.sigmaStarsErr, g.ebmv, g.ebmv_err, g.Flux_NeV_#, g.Flux_NeV_#_Err, g.Flux_OII_#, g.Flux_OII_#_Err, g.Flux_OII_#, g.Flux_OII_#_Err, g.Flux_NeIII_#, g.Flux_NeIII_#_Err, g.Flux_NeIII_#, g.Flux_NeIII_#_Err, g.Flux_H5_#, g.Flux_H5_#_Err, g.Flux_He_#, g.Flux_He_#_Err, g.Flux_Hd_#, g.Flux_Hd_#_Err, g.Flux_Hg_#, g.Flux_Hg_#_Err, g.Flux_OIII_#, g.Flux_OIII_#_Err, g.Flux_HeII_#, g.Flux_HeII_#_Err, g.Sigma_HeII_#, g.Sigma_HeII_#_Err, g.Flux_ArIV_#, g.Flux_ArIV_#_Err, g.Flux_ArIV_#, g.Flux_ArIV_#_Err, g.Flux_Hb_#, g.Flux_Hb_#_Err, g.Sigma_Hb_#, g.Sigma_Hb_#_Err, g.EW_Hb_#, g.EW_Hb_#_Err, g.Flux_Cont_Hb_#, g.Flux_Cont_Hb_#_Err, g.Flux_OIII_#, g.Flux_OIII_#_Err, g.Flux_OIII_#, g.Flux_OIII_#_Err, g.Flux_NI_#, g.Flux_NI_#_Err, g.Flux_NI_#, g.Flux_NI_#_Err, g.Flux_HeI_#, g.Flux_HeI_#_Err, g.Flux_OI_#, g.Flux_OI_#_Err, g.Flux_OI_#, g.Flux_OI_#_Err, g.Flux_NII_#, g.Flux_NII_#_Err, g.Flux_Ha_#, g.Flux_Ha_#_Err, g.Sigma_Ha_#, g.Sigma_Ha_#_Err, g.EW_Ha_#, g.EW_Ha_#_Err, g.Flux_NII_#, g.Flux_NII_#_Err, g.Flux_SII_#, g.Flux_SII_#_Err, g.Flux_SII_#, g.Flux_SII_#_Err, s.objid, s.mjd, s.plate, s.tile, s.fiberID into mydb.Starburst_DR1#_Port from SpecPhotoAll as s JOIN emissionLinesPort as g ON g.specobjid = s.specobjid WHERE s.class = # AND s.zwarning = # ORDER BY s.ra"
2019-11-04 15:24:00,1
2019-11-04 15:25:00,1
2019-11-04 15:28:00,1
