929,"SELECT TOP # s1.objID as s1, s2.objID as s2 FROM Star AS S1 JOIN Neighbors AS N ON S1.objID = N.objID JOIN Star AS S2 ON S2.objID = N.NeighborObjID WHERE N.NeighborType = dbo.fPhotoType (#) and N.distance < .# and ( (S1.u - S1.g) < #) and (S1.g - S1.r) < # and (S1.r - S1.i) > # and (S1.i - S1.z) > #"
2019-01-01 09:58:00,1
2019-01-01 11:07:00,1
2019-01-01 19:51:00,1
2019-01-02 00:17:00,1
2019-01-02 00:46:00,1
2019-01-02 01:51:00,1
2019-01-03 11:15:00,1
2019-01-03 17:39:00,1
2019-01-05 08:53:00,1
2019-01-05 17:55:00,1
2019-01-06 12:39:00,1
2019-01-07 00:08:00,1
2019-01-07 06:54:00,1
2019-01-07 23:29:00,1
2019-01-08 02:00:00,1
2019-01-08 03:27:00,1
2019-01-08 03:48:00,1
2019-01-08 06:25:00,1
2019-01-08 06:50:00,1
2019-01-08 07:26:00,1
2019-01-08 08:39:00,1
2019-01-08 17:16:00,1
2019-01-09 22:51:00,1
2019-01-10 02:34:00,1
2019-01-10 22:44:00,1
2019-01-11 04:40:00,1
2019-01-12 03:07:00,1
2019-01-12 09:47:00,1
2019-01-13 08:29:00,1
2019-01-13 09:06:00,1
2019-01-14 11:40:00,1
2019-01-15 20:06:00,1
2019-01-16 03:51:00,1
2019-01-17 04:28:00,1
2019-01-17 23:59:00,1
2019-01-19 09:25:00,1
2019-01-19 10:41:00,1
2019-01-19 17:07:00,1
2019-01-19 20:48:00,1
2019-01-20 18:25:00,1
2019-01-22 08:24:00,1
2019-01-22 09:00:00,1
2019-01-22 15:13:00,1
2019-01-22 20:48:00,1
2019-01-22 22:48:00,1
2019-01-23 19:25:00,1
2019-01-23 23:25:00,1
2019-01-24 04:08:00,2
2019-01-24 13:42:00,1
2019-01-25 11:15:00,1
2019-01-25 15:55:00,1
2019-01-25 17:34:00,1
2019-01-26 13:29:00,1
2019-01-26 22:20:00,1
2019-01-27 02:10:00,1
2019-01-27 16:20:00,1
2019-01-27 22:40:00,1
2019-01-28 16:02:00,1
2019-01-28 16:06:00,1
2019-01-29 03:45:00,1
2019-01-30 09:29:00,1
2019-01-30 17:49:00,1
2019-01-30 17:51:00,7
2019-01-31 00:35:00,1
2019-01-31 20:58:00,1
2019-01-31 20:59:00,1
2019-01-31 21:00:00,1
2019-02-01 11:46:00,1
2019-02-01 20:45:00,1
2019-02-01 21:58:00,1
2019-02-01 23:22:00,1
2019-02-02 12:48:00,1
2019-02-02 15:39:00,1
2019-02-02 18:33:00,1
2019-02-02 18:36:00,1
2019-02-04 13:38:00,1
2019-02-04 14:10:00,1
2019-02-04 14:39:00,1
2019-02-07 18:38:00,1
2019-02-07 18:53:00,1
2019-02-07 21:16:00,1
2019-02-08 01:31:00,1
2019-02-08 05:13:00,1
2019-02-08 07:13:00,1
2019-02-08 16:55:00,1
2019-02-08 18:09:00,1
2019-02-08 22:14:00,1
2019-02-09 17:31:00,1
2019-02-09 18:53:00,1
2019-02-10 05:48:00,1
2019-02-10 09:41:00,1
2019-02-10 15:50:00,1
2019-02-11 05:18:00,1
2019-02-11 11:11:00,1
2019-02-11 22:19:00,1
2019-02-11 22:32:00,1
2019-02-12 08:57:00,1
2019-02-12 17:22:00,1
2019-02-12 19:45:00,1
2019-02-12 19:53:00,1
2019-02-13 14:30:00,1
2019-02-13 20:57:00,1
2019-02-13 21:44:00,1
2019-02-14 01:01:00,1
2019-02-14 10:59:00,1
2019-02-14 12:09:00,1
2019-02-14 12:51:00,1
2019-02-14 14:25:00,1
2019-02-16 01:18:00,1
2019-02-16 22:01:00,1
2019-02-17 23:34:00,1
2019-02-18 00:10:00,1
2019-02-18 03:04:00,1
2019-02-19 00:09:00,1
2019-02-19 09:19:00,1
2019-02-20 03:05:00,1
2019-02-20 22:00:00,1
2019-02-21 03:20:00,1
2019-02-21 09:22:00,1
2019-02-21 18:03:00,1
2019-02-24 11:50:00,1
2019-02-25 14:35:00,1
2019-02-26 00:20:00,1
2019-02-26 02:52:00,1
2019-02-27 02:54:00,1
2019-02-27 10:29:00,1
2019-02-27 19:13:00,1
2019-02-27 19:47:00,1
2019-02-27 22:22:00,1
2019-02-28 03:30:00,1
2019-02-28 06:56:00,1
2019-02-28 08:53:00,1
2019-03-01 10:21:00,1
2019-03-01 12:55:00,1
2019-03-01 22:05:00,1
2019-03-01 22:29:00,1
2019-03-01 23:58:00,1
2019-03-02 02:05:00,1
2019-03-02 05:25:00,1
2019-03-02 11:51:00,1
2019-03-02 16:18:00,1
2019-03-02 22:35:00,1
2019-03-03 04:23:00,1
2019-03-03 07:15:00,1
2019-03-04 22:28:00,1
2019-03-04 22:54:00,1
2019-03-05 06:53:00,1
2019-03-05 07:26:00,1
2019-03-05 08:52:00,1
2019-03-06 14:25:00,1
2019-03-06 16:22:00,1
2019-03-07 09:56:00,1
2019-03-07 14:05:00,1
2019-03-08 09:47:00,1
2019-03-08 11:14:00,1
2019-03-08 14:29:00,1
2019-03-08 21:53:00,1
2019-03-08 22:14:00,1
2019-03-09 00:01:00,1
2019-03-09 00:45:00,1
2019-03-09 11:57:00,1
2019-03-09 12:03:00,1
2019-03-10 02:40:00,1
2019-03-10 18:10:00,1
2019-03-11 03:09:00,1
2019-03-11 05:41:00,1
2019-03-11 08:40:00,1
2019-03-11 17:05:00,1
2019-03-12 05:42:00,1
2019-03-12 08:13:00,1
2019-03-13 07:43:00,1
2019-03-13 16:04:00,1
2019-03-13 17:57:00,1
2019-03-14 14:24:00,1
2019-03-15 01:33:00,1
2019-03-15 19:11:00,1
2019-03-16 05:53:00,1
2019-03-16 10:47:00,1
2019-03-16 22:54:00,1
2019-03-17 21:58:00,1
2019-03-18 05:57:00,1
2019-03-19 15:57:00,1
2019-03-19 15:59:00,5
2019-03-19 16:01:00,8
2019-03-20 08:45:00,1
2019-03-20 14:11:00,1
2019-03-20 15:16:00,1
2019-03-20 18:08:00,1
2019-03-21 01:58:00,1
2019-03-21 16:46:00,1
2019-03-23 17:15:00,1
2019-03-24 03:21:00,1
2019-03-24 07:58:00,1
2019-03-25 02:20:00,1
2019-03-25 03:33:00,1
2019-03-25 05:08:00,1
2019-03-25 08:34:00,1
2019-03-25 10:21:00,1
2019-03-25 12:26:00,1
2019-03-25 21:41:00,1
2019-03-26 11:06:00,1
2019-03-26 11:23:00,1
2019-03-26 20:26:00,1
2019-03-26 20:42:00,1
2019-03-26 20:55:00,1
2019-03-27 19:38:00,1
2019-03-28 06:01:00,1
2019-03-28 16:13:00,1
2019-03-28 18:41:00,1
2019-03-28 19:54:00,1
2019-03-28 23:17:00,1
2019-03-28 23:49:00,1
2019-03-29 23:58:00,1
2019-03-30 09:55:00,1
2019-03-31 17:47:00,1
2019-03-31 21:15:00,1
2019-04-01 06:21:00,1
2019-04-01 20:11:00,1
2019-04-01 20:27:00,1
2019-04-01 22:16:00,1
2019-04-02 12:15:00,1
2019-04-04 13:41:00,1
2019-04-05 10:06:00,1
2019-04-05 13:22:00,1
2019-04-07 04:45:00,1
2019-04-07 14:58:00,1
2019-04-07 17:02:00,1
2019-04-08 10:11:00,1
2019-04-08 15:31:00,1
2019-04-08 18:46:00,1
2019-04-09 02:06:00,1
2019-04-09 06:53:00,1
2019-04-09 12:24:00,1
2019-04-09 20:44:00,1
2019-04-09 21:13:00,1
2019-04-09 21:19:00,1
2019-04-09 21:20:00,1
2019-04-10 00:35:00,1
2019-04-10 14:02:00,2
2019-04-11 14:30:00,1
2019-04-13 03:32:00,1
2019-04-13 09:44:00,1
2019-04-13 14:54:00,1
2019-04-14 03:13:00,1
2019-04-14 12:58:00,1
2019-04-15 14:33:00,1
2019-04-16 00:20:00,1
2019-04-16 00:22:00,1
2019-04-16 07:00:00,1
2019-04-16 18:41:00,1
2019-04-17 18:47:00,1
2019-04-17 23:29:00,1
2019-04-18 05:36:00,1
2019-04-18 10:06:00,2
2019-04-18 16:13:00,1
2019-04-18 21:54:00,1
2019-04-18 23:34:00,1
2019-04-19 00:39:00,1
2019-04-19 01:36:00,1
2019-04-19 09:57:00,1
2019-04-19 19:05:00,1
2019-04-19 22:27:00,1
2019-04-20 20:36:00,1
2019-04-22 02:43:00,1
2019-04-22 11:46:00,1
2019-04-22 14:53:00,1
2019-04-22 23:31:00,1
2019-04-24 02:00:00,1
2019-04-24 11:42:00,1
2019-04-24 20:50:00,1
2019-04-25 06:32:00,1
2019-04-26 12:23:00,1
2019-04-26 18:14:00,1
2019-04-27 08:55:00,1
2019-04-27 09:18:00,1
2019-04-27 18:35:00,1
2019-04-28 03:49:00,1
2019-04-28 09:08:00,1
2019-04-28 10:13:00,1
2019-04-28 11:18:00,1
2019-04-28 13:27:00,1
2019-04-29 20:09:00,1
2019-04-30 09:59:00,1
2019-04-30 11:44:00,1
2019-04-30 12:52:00,1
2019-05-01 08:26:00,1
2019-05-01 14:47:00,1
2019-05-02 06:34:00,1
2019-05-02 10:58:00,1
2019-05-02 22:31:00,1
2019-05-03 00:54:00,1
2019-05-03 04:40:00,1
2019-05-03 14:46:00,1
2019-05-03 17:25:00,1
2019-05-04 00:18:00,1
2019-05-04 15:45:00,1
2019-05-04 18:07:00,1
2019-05-06 04:52:00,1
2019-05-06 07:09:00,1
2019-05-06 08:49:00,1
2019-05-06 09:58:00,1
2019-05-06 17:06:00,1
2019-05-06 22:58:00,1
2019-05-07 13:05:00,1
2019-05-10 01:07:00,1
2019-05-10 10:13:00,1
2019-05-10 16:23:00,1
2019-05-11 04:12:00,1
2019-05-11 06:09:00,1
2019-05-11 07:42:00,1
2019-05-12 11:07:00,1
2019-05-13 08:58:00,1
2019-05-13 09:52:00,1
2019-05-14 00:40:00,1
2019-05-14 08:28:00,1
2019-05-14 15:01:00,1
2019-05-14 22:05:00,1
2019-05-15 23:10:00,1
2019-05-15 23:55:00,1
2019-05-16 00:40:00,1
2019-05-17 04:35:00,1
2019-05-17 04:55:00,1
2019-05-17 05:07:00,1
2019-05-17 11:29:00,1
2019-05-18 10:25:00,1
2019-05-18 20:33:00,1
2019-05-18 21:20:00,1
2019-05-18 21:57:00,1
2019-05-19 11:15:00,1
2019-05-20 17:23:00,1
2019-05-20 19:29:00,1
2019-05-21 05:16:00,1
2019-05-21 06:51:00,1
2019-05-21 10:54:00,1
2019-05-21 12:20:00,1
2019-05-21 18:17:00,1
2019-05-22 05:30:00,1
2019-05-23 04:23:00,2
2019-05-23 05:04:00,1
2019-05-23 08:54:00,1
2019-05-23 09:58:00,1
2019-05-23 12:27:00,1
2019-05-23 13:30:00,1
2019-05-23 18:19:00,1
2019-05-24 02:12:00,1
2019-05-24 05:14:00,1
2019-05-24 08:54:00,1
2019-05-24 13:29:00,1
2019-05-24 19:58:00,1
2019-05-24 21:19:00,1
2019-05-24 22:12:00,1
2019-05-24 22:57:00,1
2019-05-25 00:00:00,1
2019-05-25 03:25:00,1
2019-05-26 21:20:00,1
2019-05-27 12:36:00,1
2019-05-27 17:39:00,1
2019-05-28 15:16:00,1
2019-05-29 02:57:00,1
2019-05-29 04:45:00,1
2019-05-29 13:01:00,1
2019-05-30 04:13:00,1
2019-05-30 16:08:00,1
2019-05-30 23:22:00,1
2019-05-31 02:07:00,1
2019-05-31 03:24:00,1
2019-05-31 17:55:00,1
2019-05-31 22:34:00,1
2019-06-03 07:36:00,1
2019-06-03 17:09:00,1
2019-06-04 14:05:00,1
2019-06-05 00:55:00,1
2019-06-05 18:36:00,1
2019-06-06 07:29:00,1
2019-06-07 15:18:00,1
2019-06-08 07:58:00,1
2019-06-09 06:16:00,1
2019-06-10 03:37:00,1
2019-06-10 21:02:00,1
2019-06-10 21:20:00,1
2019-06-11 00:55:00,1
2019-06-11 01:56:00,1
2019-06-11 02:07:00,1
2019-06-11 16:50:00,1
2019-06-11 17:14:00,1
2019-06-13 05:55:00,1
2019-06-14 08:15:00,1
2019-06-14 23:17:00,1
2019-06-15 09:21:00,1
2019-06-15 11:40:00,1
2019-06-15 15:11:00,1
2019-06-16 01:14:00,1
2019-06-16 17:49:00,1
2019-06-17 09:50:00,1
2019-06-17 23:55:00,1
2019-06-18 11:41:00,1
2019-06-18 13:07:00,1
2019-06-18 14:40:00,1
2019-06-19 08:49:00,1
2019-06-19 13:36:00,1
2019-06-20 00:08:00,1
2019-06-20 03:49:00,2
2019-06-21 00:04:00,1
2019-06-21 00:48:00,1
2019-06-21 06:56:00,1
2019-06-21 12:19:00,1
2019-06-21 16:18:00,1
2019-06-22 12:25:00,1
2019-06-22 17:38:00,1
2019-06-23 05:11:00,1
2019-06-23 05:13:00,1
2019-06-23 05:16:00,1
2019-06-23 05:21:00,1
2019-06-23 15:55:00,1
2019-06-23 17:58:00,1
2019-06-23 23:44:00,1
2019-06-24 12:31:00,1
2019-06-24 12:47:00,1
2019-06-24 15:26:00,1
2019-06-25 08:57:00,1
2019-06-25 12:26:00,1
2019-06-25 14:47:00,1
2019-06-25 16:29:00,1
2019-06-26 00:39:00,1
2019-06-27 03:02:00,1
2019-06-27 10:01:00,1
2019-06-27 20:24:00,1
2019-06-28 03:40:00,1
2019-06-28 13:09:00,1
