929,"SELECT TOP # s1.objID as s1, s2.objID as s2 FROM Star AS S1 JOIN Neighbors AS N ON S1.objID = N.objID JOIN Star AS S2 ON S2.objID = N.NeighborObjID WHERE N.NeighborType = dbo.fPhotoType (#) and N.distance < .# and ( (S1.u - S1.g) < #) and (S1.g - S1.r) < # and (S1.r - S1.i) > # and (S1.i - S1.z) > #"
2019-06-28 22:44:00,1
2019-06-29 05:22:00,1
2019-06-29 05:33:00,1
2019-06-29 16:35:00,1
2019-06-30 01:34:00,1
2019-06-30 10:34:00,1
2019-07-01 00:25:00,1
2019-07-01 02:06:00,1
2019-07-01 02:07:00,1
2019-07-01 03:19:00,1
2019-07-01 10:14:00,1
2019-07-01 14:22:00,1
2019-07-01 21:03:00,1
2019-07-01 21:24:00,1
2019-07-02 01:27:00,1
2019-07-02 05:42:00,1
2019-07-02 15:14:00,1
2019-07-02 15:22:00,1
2019-07-02 18:58:00,1
2019-07-02 19:40:00,1
2019-07-03 10:12:00,1
2019-07-03 14:20:00,1
2019-07-05 02:14:00,1
2019-07-05 13:18:00,1
2019-07-06 02:34:00,1
2019-07-06 02:40:00,1
2019-07-06 05:47:00,1
2019-07-06 08:24:00,1
2019-07-07 01:48:00,1
2019-07-07 21:53:00,1
2019-07-08 05:40:00,1
2019-07-08 12:53:00,1
2019-07-08 17:53:00,1
2019-07-12 03:30:00,1
2019-07-12 11:00:00,1
2019-07-12 16:55:00,1
2019-07-12 19:10:00,1
2019-07-12 21:05:00,1
2019-07-13 05:02:00,1
2019-07-13 15:10:00,1
2019-07-14 02:22:00,1
2019-07-14 08:31:00,1
2019-07-14 09:50:00,1
2019-07-14 12:50:00,1
2019-07-14 19:44:00,1
2019-07-15 18:16:00,1
2019-07-16 02:47:00,1
2019-07-16 21:12:00,1
2019-07-17 23:52:00,1
2019-07-18 11:56:00,1
2019-07-18 15:20:00,1
2019-07-18 23:59:00,1
2019-07-19 05:22:00,1
2019-07-20 00:17:00,1
2019-07-20 00:30:00,1
2019-07-20 01:59:00,1
2019-07-20 04:42:00,1
2019-07-20 05:17:00,1
2019-07-20 05:26:00,1
2019-07-21 01:07:00,1
2019-07-21 01:47:00,1
2019-07-21 06:51:00,1
2019-07-22 01:48:00,1
2019-07-22 05:25:00,1
2019-07-23 03:28:00,1
2019-07-23 11:32:00,1
2019-07-23 13:36:00,1
2019-07-23 15:36:00,1
2019-07-24 02:06:00,1
2019-07-24 08:07:00,1
2019-07-25 05:08:00,1
2019-07-25 23:02:00,1
2019-07-26 07:48:00,1
2019-07-26 23:58:00,1
2019-07-28 08:43:00,1
2019-07-28 22:01:00,1
2019-07-28 22:29:00,1
2019-07-29 02:37:00,1
2019-07-29 17:56:00,1
2019-07-29 20:18:00,1
2019-07-30 03:35:00,1
2019-07-30 04:26:00,1
2019-07-30 05:01:00,1
2019-07-30 05:04:00,1
2019-07-31 06:16:00,1
2019-08-02 01:26:00,1
2019-08-02 05:03:00,1
2019-08-03 08:43:00,1
2019-08-04 21:44:00,1
2019-08-04 23:25:00,1
2019-08-05 04:20:00,1
2019-08-05 15:18:00,1
2019-08-05 20:31:00,1
2019-08-06 02:36:00,1
2019-08-06 10:06:00,1
2019-08-06 21:22:00,1
2019-08-07 05:24:00,1
2019-08-07 15:40:00,1
2019-08-07 22:04:00,1
2019-08-08 11:30:00,1
2019-08-08 16:20:00,1
2019-08-08 20:45:00,1
2019-08-09 09:15:00,1
2019-08-09 14:58:00,1
2019-08-09 17:55:00,1
2019-08-09 20:10:00,1
2019-08-10 19:26:00,1
2019-08-11 01:11:00,1
2019-08-11 01:13:00,1
2019-08-11 06:59:00,1
2019-08-12 12:09:00,1
2019-08-12 17:01:00,1
2019-08-12 17:07:00,1
2019-08-13 17:00:00,1
2019-08-13 19:10:00,1
2019-08-14 22:44:00,1
2019-08-15 01:09:00,1
2019-08-15 03:46:00,1
2019-08-15 11:45:00,1
2019-08-16 07:03:00,1
2019-08-16 12:17:00,1
2019-08-16 14:54:00,1
2019-08-16 19:32:00,1
2019-08-16 19:59:00,1
2019-08-16 23:26:00,1
2019-08-16 23:30:00,1
2019-08-17 00:17:00,1
2019-08-17 03:18:00,1
2019-08-17 09:11:00,1
2019-08-17 15:14:00,1
2019-08-19 08:36:00,1
2019-08-19 15:06:00,1
2019-08-20 08:05:00,1
2019-08-20 23:02:00,1
2019-08-21 04:39:00,1
2019-08-22 07:35:00,1
2019-08-22 12:51:00,1
2019-08-22 20:22:00,1
2019-08-23 01:39:00,1
2019-08-23 03:06:00,1
2019-08-23 04:02:00,1
2019-08-23 07:55:00,1
2019-08-23 14:29:00,1
2019-08-23 22:58:00,1
2019-08-24 08:08:00,1
2019-08-24 08:33:00,1
2019-08-27 17:40:00,1
2019-08-27 22:56:00,1
2019-08-28 00:20:00,1
2019-08-29 10:55:00,1
2019-08-29 21:36:00,1
2019-08-29 21:42:00,1
2019-08-30 05:27:00,1
2019-08-30 11:09:00,1
2019-08-30 13:05:00,1
2019-08-30 13:11:00,1
2019-08-30 14:01:00,1
2019-08-30 15:01:00,1
2019-08-31 05:46:00,1
2019-08-31 18:37:00,1
2019-08-31 20:51:00,1
2019-09-01 04:31:00,1
2019-09-01 07:17:00,1
2019-09-01 07:54:00,1
2019-09-01 08:33:00,1
2019-09-01 10:38:00,1
2019-09-01 12:12:00,1
2019-09-01 17:07:00,1
2019-09-01 21:21:00,1
2019-09-02 11:33:00,1
2019-09-02 18:18:00,1
2019-09-03 19:19:00,1
2019-09-04 16:10:00,1
2019-09-05 05:25:00,1
2019-09-05 08:04:00,1
2019-09-05 22:30:00,1
2019-09-05 22:42:00,1
2019-09-05 23:00:00,1
2019-09-06 21:20:00,1
2019-09-06 21:53:00,1
2019-09-07 10:30:00,1
2019-09-07 17:40:00,1
2019-09-07 17:52:00,1
2019-09-08 08:37:00,1
2019-09-08 11:43:00,1
2019-09-08 17:10:00,1
2019-09-08 18:15:00,1
2019-09-09 07:16:00,1
2019-09-10 08:25:00,1
2019-09-11 14:16:00,1
2019-09-11 22:29:00,1
2019-09-12 03:03:00,1
2019-09-12 07:40:00,1
2019-09-12 09:11:00,1
2019-09-13 00:28:00,1
2019-09-13 05:04:00,1
2019-09-14 17:54:00,1
2019-09-14 23:55:00,1
2019-09-15 06:19:00,1
2019-09-15 06:56:00,1
2019-09-15 08:02:00,1
2019-09-16 04:57:00,1
2019-09-16 12:50:00,1
2019-09-16 18:27:00,1
2019-09-17 03:09:00,1
2019-09-17 11:46:00,1
2019-09-17 16:40:00,1
2019-09-18 11:43:00,1
2019-09-18 14:13:00,1
2019-09-18 14:23:00,1
2019-09-18 19:22:00,1
2019-09-18 20:59:00,1
2019-09-18 23:34:00,1
2019-09-19 02:24:00,1
2019-09-19 09:42:00,1
2019-09-19 10:37:00,1
2019-09-19 14:26:00,1
2019-09-19 16:41:00,1
2019-09-19 17:15:00,1
2019-09-20 00:52:00,1
2019-09-20 03:57:00,1
2019-09-20 06:07:00,1
2019-09-20 10:12:00,1
2019-09-21 13:17:00,1
2019-09-22 00:43:00,1
2019-09-22 11:19:00,1
2019-09-22 16:38:00,1
2019-09-23 04:18:00,1
2019-09-23 05:58:00,1
2019-09-23 20:29:00,1
2019-09-25 05:55:00,1
2019-09-25 06:15:00,1
2019-09-25 07:39:00,1
2019-09-26 05:07:00,1
2019-09-26 06:16:00,1
2019-09-26 08:44:00,1
2019-09-26 18:50:00,1
2019-09-26 21:55:00,1
2019-09-27 14:23:00,1
2019-09-27 23:54:00,1
2019-09-28 04:43:00,1
2019-09-29 18:13:00,1
2019-09-29 19:08:00,1
2019-09-29 22:29:00,1
2019-09-29 23:39:00,1
2019-09-30 01:44:00,1
2019-09-30 07:48:00,1
2019-09-30 10:30:00,1
2019-09-30 23:54:00,1
2019-10-02 07:15:00,1
2019-10-02 09:51:00,1
2019-10-03 16:39:00,1
2019-10-03 20:13:00,1
2019-10-03 21:38:00,1
2019-10-03 22:09:00,1
2019-10-04 13:36:00,1
2019-10-04 16:35:00,1
2019-10-07 07:17:00,1
2019-10-08 01:33:00,1
2019-10-08 03:41:00,1
2019-10-08 15:51:00,1
2019-10-08 19:49:00,1
2019-10-09 04:52:00,1
2019-10-09 11:49:00,1
2019-10-09 17:22:00,1
2019-10-09 23:54:00,1
2019-10-10 04:58:00,1
2019-10-10 07:10:00,1
2019-10-10 10:25:00,1
2019-10-10 13:52:00,1
2019-10-10 19:36:00,1
2019-10-11 04:20:00,1
2019-10-13 01:59:00,1
2019-10-13 03:00:00,1
2019-10-13 12:59:00,1
2019-10-14 02:51:00,1
2019-10-14 04:59:00,1
2019-10-14 06:19:00,1
2019-10-15 05:35:00,1
2019-10-15 08:28:00,1
2019-10-16 23:13:00,1
2019-10-17 00:31:00,1
2019-10-17 13:03:00,1
2019-10-17 19:15:00,1
2019-10-18 14:05:00,1
2019-10-18 23:19:00,1
2019-10-19 09:48:00,1
2019-10-19 17:32:00,1
2019-10-20 08:20:00,1
2019-10-21 00:17:00,1
2019-10-21 02:36:00,1
2019-10-21 10:59:00,1
2019-10-21 15:01:00,1
2019-10-21 18:10:00,1
2019-10-22 03:48:00,1
2019-10-22 07:07:00,1
2019-10-22 10:02:00,1
2019-10-22 20:00:00,1
2019-10-22 20:22:00,1
2019-10-22 20:58:00,1
2019-10-22 21:09:00,1
2019-10-22 21:30:00,1
2019-10-23 00:02:00,1
2019-10-23 00:12:00,1
2019-10-23 01:45:00,1
2019-10-23 03:43:00,1
2019-10-23 14:48:00,1
2019-10-23 15:12:00,1
2019-10-23 19:28:00,1
2019-10-23 20:59:00,1
2019-10-23 23:20:00,1
2019-10-24 01:03:00,1
2019-10-24 06:42:00,1
2019-10-24 09:42:00,1
2019-10-24 10:26:00,1
2019-10-24 11:29:00,1
2019-10-24 13:50:00,1
2019-10-24 15:20:00,1
2019-10-24 16:31:00,1
2019-10-24 19:08:00,1
2019-10-24 21:26:00,1
2019-10-24 21:37:00,1
2019-10-24 21:51:00,1
2019-10-25 00:12:00,1
2019-10-25 00:19:00,1
2019-10-25 00:35:00,1
2019-10-25 00:43:00,1
2019-10-25 09:23:00,1
2019-10-25 10:34:00,1
2019-10-26 05:54:00,1
2019-10-26 18:02:00,1
2019-10-26 19:34:00,1
2019-10-27 01:49:00,1
2019-10-27 10:08:00,1
2019-10-27 23:51:00,1
2019-10-29 16:30:00,1
2019-10-29 18:20:00,1
2019-10-30 10:02:00,1
2019-10-30 20:51:00,1
2019-10-30 23:41:00,1
2019-10-31 04:05:00,1
2019-11-01 05:25:00,1
2019-11-01 09:11:00,1
2019-11-01 18:50:00,1
2019-11-02 00:15:00,1
2019-11-02 01:00:00,1
2019-11-02 06:20:00,1
2019-11-02 07:03:00,1
2019-11-02 10:01:00,1
2019-11-02 21:32:00,1
2019-11-03 06:51:00,1
2019-11-04 13:56:00,1
2019-11-04 16:42:00,1
2019-11-04 22:00:00,1
2019-11-05 05:46:00,1
2019-11-06 20:39:00,1
2019-11-07 06:21:00,1
2019-11-08 19:12:00,1
2019-11-08 21:13:00,1
2019-11-09 09:34:00,1
2019-11-09 16:40:00,1
2019-11-10 11:25:00,1
2019-11-10 13:36:00,1
2019-11-10 17:51:00,1
2019-11-12 09:32:00,1
2019-11-13 05:33:00,1
2019-11-13 17:33:00,1
2019-11-13 19:16:00,1
2019-11-13 19:55:00,1
2019-11-13 21:42:00,1
2019-11-14 04:53:00,1
2019-11-14 15:38:00,1
2019-11-14 19:54:00,1
2019-11-14 19:55:00,1
2019-11-15 02:51:00,1
2019-11-15 03:01:00,1
2019-11-15 03:52:00,1
2019-11-15 07:23:00,1
2019-11-15 15:44:00,1
2019-11-15 18:38:00,1
2019-11-16 06:15:00,1
2019-11-16 06:35:00,1
2019-11-16 09:46:00,1
2019-11-16 13:01:00,1
2019-11-16 16:33:00,1
2019-11-17 13:54:00,1
2019-11-18 03:53:00,1
2019-11-18 23:01:00,1
2019-11-19 11:30:00,1
2019-11-19 18:02:00,1
2019-11-19 18:14:00,1
2019-11-19 19:22:00,1
2019-11-20 04:42:00,1
2019-11-20 12:27:00,1
2019-11-21 06:38:00,1
2019-11-21 20:05:00,1
2019-11-22 08:53:00,1
2019-11-22 15:24:00,1
2019-11-22 18:38:00,1
2019-11-23 00:29:00,1
2019-11-23 05:45:00,1
2019-11-23 16:50:00,1
2019-11-24 17:46:00,1
2019-11-27 02:37:00,1
2019-11-27 09:48:00,1
2019-11-27 12:48:00,1
2019-11-28 06:16:00,1
2019-11-28 11:39:00,1
2019-11-29 02:21:00,1
2019-11-30 02:35:00,1
2019-12-01 00:27:00,1
2019-12-01 08:00:00,1
2019-12-01 20:16:00,1
2019-12-02 14:59:00,1
2019-12-03 01:05:00,1
2019-12-03 08:22:00,1
2019-12-04 07:50:00,1
2019-12-04 09:21:00,1
2019-12-04 10:55:00,1
2019-12-04 11:10:00,1
2019-12-04 14:43:00,1
2019-12-04 23:21:00,1
2019-12-05 00:14:00,1
2019-12-05 01:04:00,1
2019-12-05 01:49:00,1
2019-12-05 02:59:00,1
2019-12-05 05:09:00,1
2019-12-05 10:29:00,1
2019-12-05 10:58:00,1
2019-12-05 11:05:00,1
2019-12-05 11:07:00,1
2019-12-05 15:03:00,1
2019-12-05 19:08:00,1
2019-12-05 20:53:00,1
2019-12-06 10:09:00,1
2019-12-06 15:27:00,1
2019-12-06 15:33:00,1
2019-12-06 19:45:00,1
2019-12-07 00:54:00,1
2019-12-07 10:00:00,1
2019-12-07 21:23:00,1
2019-12-07 23:30:00,1
2019-12-09 00:19:00,1
2019-12-09 07:06:00,1
2019-12-09 09:00:00,1
2019-12-09 21:32:00,1
2019-12-11 06:03:00,1
2019-12-11 12:13:00,1
2019-12-12 00:44:00,1
2019-12-12 06:44:00,1
2019-12-13 10:26:00,1
2019-12-13 13:46:00,1
2019-12-18 01:28:00,1
2019-12-18 09:20:00,1
2019-12-18 10:55:00,1
2019-12-18 13:53:00,1
2019-12-19 20:08:00,1
2019-12-19 21:35:00,1
2019-12-21 05:00:00,1
2019-12-22 14:07:00,1
2019-12-23 08:51:00,1
2019-12-23 22:49:00,1
2019-12-25 02:14:00,1
2019-12-25 05:05:00,1
2019-12-26 10:42:00,1
2019-12-26 17:43:00,1
2019-12-26 23:35:00,1
2019-12-27 13:14:00,1
2019-12-27 17:32:00,1
2019-12-27 23:22:00,1
2019-12-27 23:42:00,1
2019-12-28 17:36:00,1
2019-12-29 06:51:00,1
2019-12-30 05:25:00,1
2019-12-30 06:59:00,1
2019-12-30 11:13:00,1
2019-12-30 13:20:00,1
2019-12-31 04:42:00,1
