8,select top # * from [galSpecIndx]
2019-07-10 05:03:00,1
2019-10-05 07:16:00,1
2019-10-14 07:00:00,1
2019-11-10 13:09:00,1
2019-11-10 13:13:00,1
2019-11-10 13:16:00,1
2019-11-10 13:39:00,1
2019-11-10 13:47:00,1
