16,"SELECT TOP # p.ra, p.dec FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE s.class = #"
2019-10-14 07:49:00,1
2019-10-14 07:51:00,1
2019-10-14 07:52:00,1
2019-10-14 07:54:00,1
2019-10-14 07:55:00,2
2019-10-14 07:56:00,2
2019-10-14 07:57:00,1
2019-10-14 07:58:00,1
2019-10-14 07:59:00,1
2019-10-14 08:02:00,1
2019-10-20 23:18:00,1
2019-10-20 23:25:00,1
2019-10-20 23:26:00,1
2019-10-21 00:02:00,1
