7,select top # * from [NGC4#p]
2019-02-13 03:51:00,1
2019-02-14 05:38:00,1
2019-02-14 05:40:00,1
2019-02-14 05:43:00,1
2019-02-14 06:47:00,1
2019-03-04 01:18:00,1
2019-03-04 01:25:00,1
