541,"SELECT mangaID, manga_tileid, ifudesignsize FROM mangatarget WHERE (manga_target1 & (power (#, #) ) ! = #) AND manga_tileid > # AND IFUDESIGNSIZE > #"
2019-01-01 11:58:00,1
2019-01-01 13:13:00,1
2019-01-01 14:58:00,1
2019-01-02 12:40:00,1
2019-01-03 01:20:00,1
2019-01-03 09:10:00,1
2019-01-03 11:20:00,1
2019-01-03 11:59:00,1
2019-01-03 18:34:00,1
2019-01-04 06:05:00,1
2019-01-04 08:33:00,1
2019-01-05 02:00:00,1
2019-01-05 13:21:00,1
2019-01-05 17:14:00,1
2019-01-05 21:22:00,1
2019-01-06 23:13:00,1
2019-01-07 02:26:00,1
2019-01-07 06:29:00,1
2019-01-07 07:15:00,1
2019-01-07 21:23:00,1
2019-01-08 02:54:00,1
2019-01-08 04:35:00,1
2019-01-08 18:14:00,1
2019-01-09 03:12:00,1
2019-01-09 06:11:00,1
2019-01-09 07:34:00,1
2019-01-09 23:03:00,1
2019-01-10 02:45:00,1
2019-01-12 22:20:00,1
2019-01-13 01:04:00,2
2019-01-13 13:05:00,1
2019-01-13 19:03:00,1
2019-01-14 11:52:00,1
2019-01-14 12:56:00,1
2019-01-14 16:30:00,2
2019-01-14 23:47:00,1
2019-01-15 15:28:00,1
2019-01-15 21:13:00,1
2019-01-16 00:56:00,1
2019-01-16 22:00:00,1
2019-01-17 10:38:00,1
2019-01-17 11:40:00,1
2019-01-17 22:41:00,1
2019-01-17 23:37:00,1
2019-01-19 00:37:00,1
2019-01-19 10:57:00,1
2019-01-19 21:14:00,1
2019-01-20 03:36:00,1
2019-01-20 11:34:00,1
2019-01-21 04:17:00,1
2019-01-21 08:12:00,1
2019-01-22 12:15:00,1
2019-01-22 16:06:00,1
2019-01-22 16:11:00,1
2019-01-22 20:46:00,1
2019-01-23 09:49:00,2
2019-01-23 12:08:00,1
2019-01-23 14:41:00,1
2019-01-24 00:45:00,1
2019-01-24 01:06:00,1
2019-01-25 12:56:00,1
2019-01-25 22:14:00,1
2019-01-26 11:46:00,1
2019-01-26 22:16:00,1
2019-01-26 23:18:00,1
2019-01-27 21:19:00,1
2019-01-27 22:28:00,1
2019-01-27 23:58:00,1
2019-01-28 01:10:00,1
2019-01-28 16:50:00,1
2019-01-29 20:07:00,1
2019-01-30 01:31:00,1
2019-01-30 03:15:00,1
2019-01-30 19:26:00,2
2019-01-31 02:07:00,1
2019-01-31 23:36:00,1
2019-02-01 00:45:00,1
2019-02-01 02:54:00,1
2019-02-01 13:14:00,1
2019-02-02 00:21:00,1
2019-02-02 06:15:00,1
2019-02-02 13:56:00,1
2019-02-02 19:13:00,1
2019-02-02 20:51:00,1
2019-02-02 22:09:00,1
2019-02-03 00:10:00,1
2019-02-03 02:45:00,1
2019-02-04 04:09:00,1
2019-02-04 11:16:00,2
2019-02-04 23:36:00,1
2019-02-06 07:27:00,1
2019-02-06 11:19:00,1
2019-02-07 19:40:00,1
2019-02-07 21:08:00,1
2019-02-08 09:06:00,1
2019-02-08 09:36:00,1
2019-02-09 04:00:00,1
2019-02-09 18:39:00,1
2019-02-10 02:14:00,1
2019-02-10 08:55:00,1
2019-02-11 00:04:00,1
2019-02-11 19:09:00,1
2019-02-11 23:23:00,1
2019-02-11 23:56:00,1
2019-02-12 00:45:00,1
2019-02-12 18:12:00,1
2019-02-12 20:47:00,1
2019-02-13 16:33:00,1
2019-02-14 15:30:00,1
2019-02-15 23:03:00,1
2019-02-16 07:06:00,1
2019-02-16 13:59:00,1
2019-02-17 08:07:00,1
2019-02-17 20:19:00,1
2019-02-17 22:22:00,1
2019-02-18 09:02:00,1
2019-02-18 19:19:00,1
2019-02-19 18:32:00,1
2019-02-20 06:00:00,1
2019-02-20 11:13:00,1
2019-02-20 13:28:00,1
2019-02-20 20:05:00,1
2019-02-21 02:12:00,1
2019-02-21 15:58:00,1
2019-02-21 18:52:00,1
2019-02-22 02:49:00,1
2019-02-22 03:08:00,1
2019-02-22 06:00:00,1
2019-02-22 08:45:00,1
2019-02-22 20:27:00,1
2019-02-24 00:09:00,1
2019-02-24 08:14:00,1
2019-02-24 14:42:00,1
2019-02-24 22:28:00,1
2019-02-26 01:11:00,1
2019-02-26 11:33:00,1
2019-02-26 14:37:00,1
2019-02-27 12:21:00,1
2019-02-28 07:47:00,1
2019-02-28 10:30:00,1
2019-02-28 13:10:00,1
2019-03-01 02:44:00,1
2019-03-01 10:27:00,1
2019-03-01 17:45:00,1
2019-03-03 01:04:00,1
2019-03-03 05:45:00,1
2019-03-03 07:08:00,1
2019-03-04 04:43:00,1
2019-03-05 17:50:00,1
2019-03-05 22:25:00,1
2019-03-06 08:31:00,1
2019-03-06 14:34:00,1
2019-03-06 17:20:00,1
2019-03-06 17:29:00,1
2019-03-07 11:01:00,1
2019-03-08 02:47:00,1
2019-03-08 04:55:00,1
2019-03-09 01:39:00,1
2019-03-09 06:35:00,1
2019-03-09 06:42:00,1
2019-03-09 18:58:00,1
2019-03-10 07:57:00,1
2019-03-10 23:16:00,1
2019-03-11 01:24:00,1
2019-03-11 11:49:00,1
2019-03-11 17:16:00,1
2019-03-13 02:05:00,1
2019-03-13 03:31:00,1
2019-03-13 03:33:00,1
2019-03-13 08:34:00,1
2019-03-14 07:43:00,1
2019-03-14 14:26:00,1
2019-03-14 17:18:00,1
2019-03-15 01:37:00,1
2019-03-15 03:34:00,1
2019-03-15 16:55:00,1
2019-03-15 20:49:00,1
2019-03-16 07:49:00,1
2019-03-16 10:24:00,1
2019-03-17 03:47:00,1
2019-03-17 20:09:00,1
2019-03-18 08:04:00,1
2019-03-18 11:23:00,1
2019-03-18 12:59:00,1
2019-03-19 09:56:00,1
2019-03-19 11:30:00,1
2019-03-19 17:36:00,2
2019-03-20 13:36:00,1
2019-03-20 21:21:00,1
2019-03-21 11:25:00,1
2019-03-21 17:51:00,1
2019-03-22 01:01:00,1
2019-03-25 01:28:00,1
2019-03-25 13:17:00,1
2019-03-26 08:03:00,1
2019-03-26 12:22:00,1
2019-03-27 07:01:00,1
2019-03-27 17:07:00,2
2019-03-27 19:55:00,1
2019-03-29 02:27:00,1
2019-03-29 18:54:00,1
2019-03-31 11:04:00,1
2019-03-31 18:41:00,1
2019-04-02 13:02:00,1
2019-04-03 21:36:00,1
2019-04-05 14:11:00,1
2019-04-07 15:09:00,1
2019-04-08 00:21:00,1
2019-04-08 16:20:00,1
2019-04-09 02:18:00,1
2019-04-09 06:48:00,1
2019-04-10 16:56:00,1
2019-04-10 20:15:00,2
2019-04-10 20:18:00,1
2019-04-11 04:19:00,1
2019-04-11 19:33:00,1
2019-04-12 07:31:00,1
2019-04-15 20:03:00,1
2019-04-16 03:45:00,1
