10,"select s.targetObjID, s.ra, s.dec, s.z, s.zErr, s.plate, s.fiberID, e.Flux_Hb_#, e.Flux_OIII_#, e.Flux_Ha_#, e.Flux_NII_#, sm.logMass, sm.Metallicity FROM SpecObj AS s JOIN emissionLinesPort AS e ON s.specObjID = e.specObjID JOIN stellarMassStarformingPort AS sm ON s.specObjID = sm.specObjID where s.ra between # and # and s.dec between # and # and s.z between # and # and e.Flux_Ha_#> # and e.Flux_NII_#> # order by s.ra"
2019-12-18 14:20:00,5
2019-12-18 14:21:00,5
