16,SELECT * FROM Blank_#
2019-12-09 09:20:00,1
2019-12-10 03:20:00,1
2019-12-10 03:21:00,4
2019-12-17 02:56:00,1
2019-12-17 02:59:00,3
2019-12-18 00:53:00,3
2019-12-18 00:54:00,3
