33,"SELECT p.objId, p.ra, p.dec, p.petror9#_r, p.expAB_r, p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i, s.z, s.plate, s.mjd, s.fiberid FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.petror9#_r > # and p.ra between # and # and s.z < # and p.g < #"
2019-11-19 07:26:00,1
2019-11-19 07:28:00,1
2019-11-19 07:47:00,1
2019-11-23 07:30:00,1
2019-11-23 07:32:00,1
2019-11-23 09:16:00,1
2019-11-24 13:09:00,1
2019-11-24 13:12:00,1
2019-11-25 14:27:00,1
2019-11-25 14:28:00,1
2019-11-25 14:51:00,3
2019-11-25 14:52:00,4
2019-11-25 15:04:00,1
2019-11-26 07:13:00,1
2019-11-26 07:16:00,1
2019-11-26 07:19:00,1
2019-11-26 07:25:00,1
2019-11-27 10:31:00,1
2019-11-28 12:06:00,1
2019-11-28 12:19:00,2
2019-12-03 08:58:00,1
2019-12-03 09:30:00,1
2019-12-03 09:31:00,1
2019-12-03 09:55:00,2
2019-12-03 12:40:00,1
2019-12-03 12:47:00,1
