177,"SELECT TOP # s.apogee_id, s.ra, s.dec, s.glon, s.glat, s.vhelio_avg, s.vscatter, a.teff, a.teff_err, a.logg, a.logg_err, a.metals, a.metals_err, a.alphafe, a.alphafe_err, dbo.fApogeeAspcapFlagN (a.aspxcapflag) , dbo.fApogeeStarFlagN (s.starflag) FROM apogeeStar s JOIN aspcapStar a on a.apstar_id = s.apstar_id WHERE (a.aspxcapflag & dbo.fApogeeAspcapFlag (#) ) = # and s.commiss = # and (s.apogee_target2 & (dbo.fApogeeTarget2 (#) ) ! = #)"
2019-01-01 10:08:00,1
2019-01-02 01:59:00,1
2019-01-05 09:38:00,1
2019-01-08 06:57:00,1
2019-01-10 22:48:00,1
2019-01-24 13:51:00,1
2019-01-25 17:59:00,1
2019-01-27 22:50:00,1
2019-01-28 16:18:00,1
2019-01-29 03:51:00,1
2019-02-02 15:50:00,1
2019-02-08 05:22:00,1
2019-02-11 22:23:00,1
2019-02-12 19:53:00,1
2019-02-12 19:59:00,1
2019-02-17 08:42:00,1
2019-02-18 05:38:00,1
2019-02-19 00:16:00,1
2019-02-20 20:57:00,1
2019-02-26 03:00:00,1
2019-02-26 14:45:00,1
2019-02-26 21:02:00,1
2019-02-28 09:01:00,1
2019-03-01 22:10:00,1
2019-03-04 23:53:00,1
2019-03-07 14:12:00,1
2019-03-08 22:06:00,1
2019-03-09 05:42:00,1
2019-03-09 12:22:00,1
2019-03-11 11:19:00,1
2019-03-11 19:02:00,1
2019-03-11 20:32:00,1
2019-03-12 19:23:00,1
2019-03-15 19:45:00,1
2019-03-15 22:17:00,1
2019-03-17 16:04:00,1
2019-03-23 17:11:00,1
2019-03-25 02:28:00,1
2019-03-26 11:17:00,1
2019-03-28 18:45:00,1
2019-03-30 10:03:00,1
2019-04-01 20:16:00,1
2019-04-03 12:11:00,1
2019-04-04 13:45:00,1
2019-04-05 06:25:00,1
2019-04-07 19:19:00,1
2019-04-14 13:10:00,1
2019-04-18 10:14:00,2
2019-04-20 11:15:00,1
2019-04-22 19:57:00,1
2019-04-22 23:41:00,1
2019-04-27 02:06:00,1
2019-04-28 03:54:00,1
2019-04-28 06:02:00,1
2019-04-30 11:51:00,1
2019-05-06 08:54:00,1
2019-05-11 07:46:00,1
2019-05-12 15:23:00,1
2019-05-12 19:11:00,1
2019-05-14 08:32:00,1
2019-05-15 23:17:00,1
2019-05-17 05:05:00,1
2019-05-17 05:11:00,1
2019-05-20 19:39:00,1
2019-05-21 06:58:00,1
2019-05-24 20:08:00,1
2019-05-25 07:33:00,1
2019-05-29 04:49:00,1
2019-05-30 04:19:00,1
2019-05-31 07:59:00,1
2019-05-31 18:00:00,1
2019-06-05 18:44:00,1
2019-06-09 00:52:00,1
2019-06-09 23:56:00,1
2019-06-11 01:59:00,1
2019-06-12 02:04:00,1
2019-06-16 18:00:00,1
2019-06-17 10:50:00,1
2019-06-19 14:18:00,1
2019-06-23 18:04:00,1
2019-06-24 05:38:00,1
2019-06-24 14:49:00,1
2019-06-25 11:35:00,1
2019-06-27 03:11:00,1
2019-06-27 20:25:00,1
2019-07-02 02:18:00,1
2019-07-02 19:05:00,1
2019-07-03 10:19:00,1
2019-07-05 13:53:00,1
2019-07-07 11:34:00,1
2019-07-08 05:57:00,1
2019-07-12 03:35:00,1
2019-07-13 05:06:00,1
2019-07-13 15:34:00,1
2019-07-14 02:27:00,1
2019-07-20 05:23:00,1
2019-07-28 08:49:00,1
2019-07-30 00:52:00,1
2019-08-04 21:50:00,1
2019-08-09 15:00:00,1
2019-08-11 01:18:00,1
2019-08-12 17:11:00,1
2019-08-19 05:12:00,1
2019-08-27 23:04:00,1
2019-08-28 00:27:00,1
2019-08-30 14:02:00,1
2019-09-01 08:43:00,1
2019-09-02 18:25:00,1
2019-09-07 17:43:00,1
2019-09-09 00:41:00,1
2019-09-10 08:30:00,1
2019-09-12 09:15:00,1
2019-09-13 02:24:00,1
2019-09-18 14:22:00,1
2019-09-18 18:01:00,1
2019-09-18 19:29:00,1
2019-09-18 20:59:00,1
2019-09-20 00:58:00,1
2019-09-21 13:23:00,1
2019-09-23 06:03:00,1
2019-09-26 05:12:00,1
2019-09-28 20:13:00,1
2019-09-29 22:33:00,1
2019-10-02 07:23:00,1
2019-10-03 20:21:00,1
2019-10-08 03:49:00,1
2019-10-09 17:26:00,1
2019-10-10 14:17:00,1
2019-10-17 13:12:00,1
2019-10-21 11:07:00,1
2019-10-23 00:05:00,1
2019-10-23 00:29:00,1
2019-10-23 14:59:00,1
2019-10-24 14:37:00,1
2019-10-24 15:23:00,1
2019-10-25 02:09:00,1
2019-10-26 05:57:00,1
2019-11-02 00:22:00,1
2019-11-04 14:04:00,1
2019-11-08 21:17:00,1
2019-11-09 16:45:00,1
2019-11-13 06:31:00,1
2019-11-13 19:19:00,1
2019-11-14 11:27:00,1
2019-11-14 16:36:00,1
2019-11-15 02:57:00,1
2019-11-15 21:13:00,1
2019-11-16 13:11:00,1
2019-11-16 17:07:00,1
2019-11-19 19:24:00,1
2019-11-22 08:59:00,1
2019-11-27 12:56:00,1
2019-11-29 05:50:00,1
2019-12-01 00:33:00,1
2019-12-01 05:13:00,1
2019-12-03 12:23:00,1
2019-12-05 00:17:00,1
2019-12-05 01:08:00,1
2019-12-05 03:03:00,1
2019-12-05 11:04:00,2
2019-12-08 21:19:00,1
2019-12-09 08:37:00,1
2019-12-12 00:51:00,1
2019-12-12 10:55:00,1
2019-12-13 10:33:00,1
2019-12-13 13:52:00,1
2019-12-18 10:58:00,1
2019-12-20 15:08:00,1
2019-12-22 14:09:00,1
2019-12-23 08:57:00,1
2019-12-25 05:11:00,1
2019-12-27 13:19:00,1
2019-12-30 07:02:00,1
2019-12-30 12:44:00,1
2019-12-31 06:57:00,1
