3,"SELECT p.objID, p.ra, p.dec FROM PhotoObj p JOIN dbo.fGetObjFromRectEq (#, #, #, #) r ON p.objID = r.objID"
2019-11-22 21:15:00,1
2019-11-22 21:17:00,1
2019-12-17 17:34:00,1
