16,select top # * from batch.servers
2019-03-08 10:28:00,1
2019-09-03 08:16:00,1
2019-09-03 08:17:00,1
2019-12-04 14:21:00,3
2019-12-07 10:30:00,1
2019-12-07 10:34:00,2
2019-12-07 10:35:00,1
2019-12-07 10:36:00,1
2019-12-07 10:51:00,1
2019-12-07 10:52:00,1
2019-12-07 12:36:00,1
2019-12-07 12:37:00,1
2019-12-07 12:38:00,1
