9,"select top # p.objId, p.absmagU, p.absmagG, p.absmagR from photoZ as p"
2019-04-14 20:15:00,2
2019-04-14 20:19:00,1
2019-04-14 20:26:00,1
2019-04-14 20:31:00,2
2019-04-14 20:37:00,1
2019-04-14 20:40:00,1
2019-04-14 20:44:00,1
