8,"SELECT TOP # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field, s.specobjid, s.class, s.z as redshift, s.plate, s.mjd, s.fiberid FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.u BETWEEN # AND # AND g BETWEEN # AND # AND s.subclass = #"
2019-04-05 03:31:00,1
2019-04-05 04:37:00,1
2019-04-05 05:12:00,1
2019-04-05 09:07:00,2
2019-04-05 13:00:00,2
2019-11-05 16:30:00,1
