3,"select distinct top # star.ra, star.dec, #* (star.ra - plate.racen) /cos (plate.deccen*PI () /#) as x, #* (star.dec - plate.deccen) as y, obj.j as mag from apogeestar as star, apogeeObject as obj, apogeePlate as plate where obj.target_id = star.target_id and plate.location_id = star.location_id and plate.plate = XXXX order by mag"
2019-10-04 14:29:00,1
2019-12-31 11:01:00,1
2019-12-31 11:51:00,1
