7,"SELECT TOP # s.bestobjid, s.ra, s.dec, s.class, s.z as redshift FROM SpecObj AS s JOIN PhotoObj AS p ON s.bestobjid = p.objid WHERE s.class = # AND s.z between # and #"
2019-03-13 21:06:00,1
2019-03-13 21:07:00,1
2019-03-20 19:16:00,1
2019-03-20 19:39:00,1
2019-03-20 19:40:00,1
2019-03-20 19:51:00,1
2019-03-20 19:52:00,1
