10,"select ra, dec from specObj where ra BETWEEN # and # AND dec BETWEEN # and # AND bestObjID"
2019-06-24 21:11:00,1
2019-11-24 16:37:00,7
2019-12-05 14:00:00,1
2019-12-05 14:02:00,1
