2,"SELECT TOP # s.fiberID, s.mjd, s.plateID, s.specObjID, s.subClass FROM ..SpecObj as s JOIN PhotoObj AS p ON s.bestobjid = p.objid WHERE s.zWarning = # AND (s.class = #) AND p.g < # AND (p.r - p.i) > # AND (p.r - p.i) < #"
2019-10-29 23:20:00,1
2019-10-29 23:21:00,1
