12,"select top # plate, MJD, fiberID from SpecObj where class = # and waveMin < = # and waveMax > = # and snMedian_g > # and snMedian_g < # and subclass = #"
2019-10-08 02:56:00,1
2019-10-08 03:00:00,2
2019-10-08 03:02:00,2
2019-10-08 03:03:00,2
2019-10-08 03:06:00,1
2019-10-08 03:07:00,1
2019-10-08 03:08:00,1
2019-10-08 08:35:00,1
2019-10-08 08:36:00,1
