718,"SELECT top # p.objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetObjFromRect (#, #, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-01-01 04:56:00,1
2019-01-01 06:31:00,1
2019-01-02 01:20:00,1
2019-01-02 03:27:00,1
2019-01-03 13:17:00,1
2019-01-03 15:46:00,1
2019-01-03 17:50:00,1
2019-01-04 07:14:00,1
2019-01-07 06:13:00,1
2019-01-07 09:52:00,1
2019-01-07 21:49:00,1
2019-01-08 20:00:00,1
2019-01-10 09:02:00,1
2019-01-10 10:12:00,1
2019-01-10 20:56:00,1
2019-01-12 04:00:00,2
2019-01-13 03:46:00,1
2019-01-13 10:02:00,1
2019-01-13 11:31:00,1
2019-01-16 19:26:00,1
2019-01-17 12:19:00,1
2019-01-18 02:33:00,1
2019-01-18 13:05:00,1
2019-01-18 16:56:00,1
2019-01-18 19:50:00,1
2019-01-19 11:35:00,1
2019-01-21 00:10:00,1
2019-01-21 07:26:00,1
2019-01-24 00:14:00,1
2019-01-24 00:15:00,1
2019-01-24 05:18:00,1
2019-01-24 07:49:00,1
2019-01-25 16:44:00,1
2019-01-27 01:13:00,1
2019-01-28 01:11:00,1
2019-01-28 17:02:00,1
2019-01-29 12:35:00,1
2019-01-29 15:31:00,1
2019-01-30 04:18:00,1
2019-01-30 15:03:00,1
2019-02-01 15:42:00,1
2019-02-01 17:18:00,1
2019-02-02 05:39:00,1
2019-02-02 05:53:00,1
2019-02-02 18:02:00,1
2019-02-03 13:14:00,1
2019-02-04 02:27:00,1
2019-02-04 05:21:00,1
2019-02-04 05:22:00,1
2019-02-04 12:46:00,1
2019-02-04 12:47:00,1
2019-02-04 14:49:00,1
2019-02-04 23:18:00,1
2019-02-05 03:16:00,1
2019-02-05 08:00:00,1
2019-02-06 01:33:00,1
2019-02-07 01:34:00,1
2019-02-07 08:35:00,1
2019-02-07 21:05:00,1
2019-02-08 15:39:00,1
2019-02-09 02:18:00,1
2019-02-09 10:32:00,1
2019-02-11 05:49:00,1
2019-02-11 17:51:00,1
2019-02-11 21:46:00,1
2019-02-12 02:41:00,1
2019-02-14 08:12:00,1
2019-02-14 09:30:00,1
2019-02-14 11:55:00,1
2019-02-18 21:09:00,1
2019-02-19 21:03:00,1
2019-02-20 08:25:00,1
2019-02-20 09:21:00,1
2019-02-21 00:21:00,2
2019-02-21 15:02:00,1
2019-02-22 06:49:00,1
2019-02-22 15:11:00,1
2019-02-23 19:24:00,1
2019-02-23 21:55:00,1
2019-02-24 00:44:00,1
2019-02-24 10:24:00,1
2019-02-24 12:32:00,1
2019-02-24 21:55:00,1
2019-02-25 04:59:00,1
2019-02-25 07:03:00,1
2019-02-26 06:12:00,1
2019-02-26 06:17:00,1
2019-02-26 11:12:00,1
2019-02-26 17:55:00,1
2019-02-26 22:59:00,1
2019-02-27 18:22:00,1
2019-02-27 21:45:00,1
2019-02-27 23:36:00,1
2019-02-28 00:44:00,1
2019-02-28 07:17:00,1
2019-02-28 20:54:00,1
2019-02-28 21:35:00,1
2019-03-01 16:39:00,1
2019-03-02 06:05:00,1
2019-03-02 23:44:00,1
2019-03-03 03:08:00,1
2019-03-03 04:33:00,1
2019-03-03 20:01:00,1
2019-03-04 09:33:00,1
2019-03-04 14:46:00,1
2019-03-04 22:39:00,1
2019-03-05 01:32:00,1
2019-03-05 18:53:00,1
2019-03-06 00:53:00,1
2019-03-06 02:41:00,1
2019-03-06 13:45:00,1
2019-03-06 18:47:00,1
2019-03-07 03:55:00,1
2019-03-07 08:47:00,1
2019-03-07 17:37:00,1
2019-03-08 11:16:00,1
2019-03-08 15:27:00,1
2019-03-08 20:21:00,1
2019-03-08 21:01:00,1
2019-03-08 22:17:00,1
2019-03-09 03:59:00,1
2019-03-09 05:47:00,1
2019-03-10 04:27:00,1
2019-03-10 14:58:00,1
2019-03-11 10:46:00,1
2019-03-11 20:26:00,1
2019-03-11 22:33:00,1
2019-03-12 01:34:00,1
2019-03-13 18:26:00,1
2019-03-15 17:58:00,1
2019-03-16 11:29:00,1
2019-03-16 19:45:00,1
2019-03-17 04:10:00,1
2019-03-17 16:55:00,1
2019-03-18 06:20:00,1
2019-03-20 11:27:00,1
2019-03-20 21:13:00,1
2019-03-24 08:28:00,1
2019-03-26 01:20:00,1
2019-03-26 08:22:00,1
2019-03-26 08:54:00,1
2019-03-28 23:34:00,1
2019-03-29 22:54:00,1
2019-03-30 07:15:00,1
2019-03-30 10:29:00,1
2019-03-30 15:07:00,1
2019-03-30 23:23:00,1
2019-03-31 08:05:00,1
2019-04-01 00:41:00,1
2019-04-01 09:58:00,1
2019-04-01 12:17:00,1
2019-04-03 01:40:00,1
2019-04-03 13:12:00,1
2019-04-04 22:14:00,1
2019-04-05 04:05:00,1
2019-04-07 00:27:00,1
2019-04-08 07:40:00,1
2019-04-08 20:30:00,1
2019-04-08 23:05:00,1
2019-04-09 07:48:00,1
2019-04-09 08:31:00,1
2019-04-09 18:08:00,1
2019-04-10 18:29:00,1
2019-04-12 09:04:00,1
2019-04-12 13:15:00,1
2019-04-13 07:08:00,1
2019-04-14 17:41:00,1
2019-04-14 17:58:00,1
2019-04-15 02:52:00,1
2019-04-16 21:51:00,1
2019-04-17 11:40:00,1
2019-04-17 16:46:00,1
2019-04-17 22:05:00,1
2019-04-18 01:11:00,1
2019-04-18 02:01:00,1
2019-04-18 08:00:00,1
2019-04-18 08:21:00,1
2019-04-18 16:25:00,1
2019-04-18 21:10:00,1
2019-04-19 10:16:00,1
2019-04-20 01:13:00,1
2019-04-20 02:03:00,1
2019-04-20 09:31:00,1
2019-04-21 06:36:00,1
2019-04-21 08:26:00,1
2019-04-21 11:21:00,1
2019-04-22 06:34:00,1
2019-04-22 20:09:00,1
2019-04-23 08:43:00,1
2019-04-23 23:25:00,1
2019-04-24 19:09:00,1
2019-04-25 03:08:00,1
2019-04-26 06:23:00,1
2019-04-26 13:52:00,1
2019-04-26 15:52:00,1
2019-04-26 16:57:00,1
2019-04-27 03:05:00,1
2019-04-27 06:29:00,1
2019-04-27 09:04:00,1
2019-04-28 05:02:00,1
2019-04-28 06:57:00,1
2019-04-28 20:59:00,1
2019-04-28 21:02:00,1
2019-04-28 22:34:00,1
2019-04-29 00:08:00,1
2019-04-29 21:20:00,1
2019-04-30 14:45:00,1
2019-04-30 15:53:00,1
2019-05-01 02:38:00,1
2019-05-01 05:47:00,1
