2,"SELECT x.objID, g.objID, g.ra, g.dec, g.expAB_r FROM #x x, #upload u, Galaxy g WHERE u.up_id = x.up_id and x.objID = g.objID ORDER BY x.up_id"
2019-11-21 15:38:00,1
2019-11-21 15:40:00,1
