10,SELECT count (p.objid)
2019-01-14 01:05:00,1
2019-05-17 20:40:00,1
2019-05-17 20:42:00,1
2019-05-17 20:46:00,1
2019-05-17 20:47:00,2
2019-05-17 20:49:00,1
2019-05-17 20:53:00,1
2019-05-17 20:54:00,1
2019-09-03 13:13:00,1
